indicativo,altitud,tmed,hrMedia_mean,latitud_dd,longitud_dd,cluster
3503,393,17.274427655677655,57.336309523809526,40.18944444444444,-6.1675,4
3504X,724,15.23632160249119,60.271176771172335,40.265,-5.861111111111111,3
3512X,351,17.10141358869129,60.42202462380301,40.08083333333334,-6.338888888888889,4
3514B,991,14.606255707762557,57.15821917808219,40.25861111111111,-5.678333333333334,3
3516X,1260,12.65543369890329,62.72731804586241,40.12083333333334,-5.8325,3
3519X,415,18.284075869955142,59.064917856776475,40.043055555555554,-6.085833333333333,4
3526X,313,17.907165677772706,56.2656303453048,40.00361111111111,-6.5575,4
3531X,459,16.16634438305709,59.58815752526118,40.255,-6.411666666666667,3
3536X,560,16.449725274725274,59.16251056635672,40.17472222222222,-6.724444444444445,3
3540X,336,17.22943157894737,57.730947368421056,39.87138888888889,-6.859999999999999,4
3547X,450,16.601194672933804,58.87544065804936,40.20722222222223,-6.896111111111111,3
3562X,321,17.303995621237,58.89846743295019,39.4275,-6.7363888888888885,4
3565X,425,17.00210608344399,60.20315789473684,39.61805555555556,-6.745,4
3576X,444,16.42930561900411,57.12915984078824,39.414722222222224,-7.231111111111111,4
4007Y,905,14.783411105926271,54.91577228184788,38.965833333333336,-2.745,4
4051Y,875,14.172949525093815,57.609174782162995,40.06111111111111,-2.8069444444444445,4
4061X,692,15.956309399278148,53.45470472926332,39.59722222222222,-3.0483333333333333,4
4064Y,640,16.644166283876896,54.72668810289389,39.39083333333333,-3.2158333333333333,4
4067,690,15.077623801182822,52.519298428375826,39.49194444444444,-3.5283333333333333,4
4070Y,1020,13.548985643389228,58.555431984317764,40.01888888888889,-2.395277777777778,4
4075Y,870,14.743180304938187,56.61925754060325,39.84027777777778,-2.5033333333333334,4
4089A,858,14.526464137177438,57.48058172833916,39.51694444444444,-2.4958333333333336,4
4090Y,728,15.050848439446773,56.40287217659258,39.41666666666666,-2.420555555555556,4
4091Y,718,16.12606790799562,53.24315443592552,39.261944444444445,-2.5925,4
4093Y,763,15.046640119462419,58.352911896465905,39.65611111111111,-2.76,4
4095Y,745,15.069324201490462,57.438831184816536,39.555277777777775,-2.705555555555556,4
4096Y,918,14.067853209385625,60.31007050586282,39.016666666666666,-2.488888888888889,4
4103X,662,15.765514935354437,54.35885998768299,39.16916666666666,-3.0075,4
4116I,626,15.693500424808835,58.96346644010195,38.950833333333335,-3.741944444444445,4
4121,626,16.489316057774,55.7892948173322,38.98916666666667,-3.9202777777777778,4
4138Y,900,15.216110860748087,56.05588102748986,38.7375,-3.0044444444444443,4
4147X,700,15.981920783645657,49.58666950596252,38.75055555555556,-3.391388888888889,4
4148,804,15.232984510675582,45.814958399019275,38.51805555555556,-3.5666666666666664,4
4193Y,587,16.236505652673824,56.20422432648686,39.21694444444445,-4.282777777777778,4
4195E,651,15.57093525179856,60.726618705035975,39.32083333333334,-4.3950000000000005,4
4210Y,718,16.029332574895715,57.44847244540923,38.89805555555556,-4.291944444444444,4
4220X,531,16.17940501131977,54.78824618738395,39.08361111111111,-4.621944444444445,4
4236Y,689,16.27119199029823,58.69065611889243,39.45055555555556,-5.026388888888889,4
4244X,447,17.43378532699219,50.8003047780214,39.16944444444445,-5.062222222222222,4
4245X,660,16.56228762365811,57.21314237573715,39.45527777777778,-5.333333333333333,3
4260,542,16.103597966366838,59.30915134923739,38.47972222222222,-5.5775,4
4263X,575,16.133255086071987,57.11619718309859,38.409444444444446,-5.350555555555555,4
4267X,551,16.655053720652607,56.617927796757456,38.498333333333335,-5.121388888888888,4
4300Y,535,18.168519968676588,55.5700861393892,38.775277777777774,-4.845277777777778,4
4325Y,459,18.1875,54.12591240875913,38.74194444444444,-5.529166666666667,4
4339X,590,16.623378264532434,60.124684077506316,39.314166666666665,-5.368888888888889,4
4340,313,17.782922052487272,58.74265569917744,39.10333333333333,-5.461388888888889,4
4347X,413,17.8066793088917,55.7275600505689,39.282777777777774,-5.710277777777778,4
4358X,274,18.35064705882353,53.94705882352941,38.95555555555556,-5.880555555555556,4
4362X,474,16.594296116504854,60.79247572815534,38.57638888888889,-5.845833333333333,4
4386B,655,17.091879942942192,54.224620997792506,38.23166666666667,-6.016944444444444,4
4395X,430,16.575107547907706,56.80027286542745,38.55166666666666,-6.306666666666667,4
4410X,228,17.803462441314554,61.8014475743349,38.91583333333333,-6.385555555555556,4
4411C,467,17.01875978090767,57.595657276995304,39.1975,-6.231111111111111,4
4427X,433,16.863189826583042,58.431515369122394,38.42583333333333,-6.4366666666666665,4
4436Y,371,17.49929605005866,58.74579585451701,38.68888888888888,-6.361111111111111,4
4452,186,18.08564724286273,60.17129448572546,38.88333333333333,-6.813888888888889,4
4464X,283,17.17386796445197,62.812103258569614,39.18194444444444,-6.995277777777778,1
4468X,392,16.63701095461659,61.38341158059468,39.17666666666666,-6.600833333333333,1
4478X,174,17.868322252639814,62.73562768869769,38.88611111111111,-7.009444444444444,4
4486X,275,17.541698630136985,62.066849315068495,38.6975,-7.084444444444444,4
4489X,170,17.548394160583943,63.51459854014598,38.484722222222224,-7.281944444444444,1
4492F,377,16.98115118577075,61.14723320158103,38.47277777777778,-6.923333333333334,1
4497X,247,17.60988909426987,60.935536044362294,38.37222222222222,-7.158055555555556,1
4499X,771,15.72939949627166,59.22746919518956,38.081388888888895,-6.271944444444444,4
4501X,602,16.621906507791017,57.68927589367553,38.20861111111111,-6.311388888888889,4
4511C,381,17.082520547945204,56.184383561643834,38.29861111111111,-6.765,4
4520X,586,15.093537787513691,63.64895947426068,38.17833333333333,-6.661666666666667,1
4527X,267,16.329104887424492,62.67105985722131,37.98027777777778,-6.975833333333333,1
4541X,60,18.8722333000997,62.93369890329013,37.55361111111111,-7.52,1
4549Y,3,18.886712148731384,66.11754966887418,37.19472222222222,-7.395,1
4554X,15,17.29711974424942,73.11646214225114,37.21833333333333,-7.083611111111111,1
4560Y,572,17.607119386637457,56.41894852135816,37.86861111111112,-6.675000000000001,1
4575X,280,17.84372666168783,61.96676624346527,37.57527777777778,-6.767777777777778,1
4584X,270,18.57490923541623,57.64294403892944,37.73166666666667,-6.942222222222222,1
4589X,276,18.272139197267293,63.17826643894107,37.59777777777778,-7.1194444444444445,1
4608X,415,18.10634028892456,56.010634028892454,37.67722222222222,-6.630000000000001,1
4622X,145,18.361948818897638,60.38877952755905,37.450833333333335,-6.636666666666666,1
4642E,18,19.08476854156297,64.37182677949228,37.27833333333333,-6.911666666666667,1
5000C,87,19.32221081451061,72.34188911704312,35.88861111111111,-5.3469444444444445,1
5038X,782,18.148527271636144,54.49464803703923,37.91583333333333,-3.003888888888889,4
5038Y,799,17.29017569059267,54.87068219731059,37.91583333333333,-3.003888888888889,4
5047E,785,15.246491228070175,56.37876743139901,37.505833333333335,-2.735,4
5051X,1100,13.926213311262567,53.13675435924805,37.86138888888889,-2.6527777777777777,4
5060X,1190,13.514711690363349,57.25551585896877,37.86083333333333,-2.228055555555556,4
5103E,2152,7.94297520661157,54.94793388429752,37.15833333333333,-3.2569444444444446,3
5103F,1534,14.200145985401461,48.28759124087591,37.19111111111111,-3.253888888888889,4
5107D,1197,14.371980360082295,49.243866672238724,37.18,-2.986388888888889,4
5164B,771,17.51033852991253,55.84641596997311,37.99666666666667,-3.4619444444444447,4
5165X,910,16.029143422285777,56.41048610558519,37.78083333333333,-3.563611111111111,4
5181D,580,17.21869853987088,58.970996631940054,38.31472222222222,-2.8897222222222223,4
5192,862,16.01185397867104,47.14561115668581,38.48916666666667,-2.6375,4
5210X,680,17.048421183605832,56.36873843178455,38.175,-2.998055555555556,4
5246,770,16.91668981169265,51.923509226001165,38.34444444444445,-3.535277777777777,4
5270B,580,18.407808308156298,50.70836144835605,37.7775,-3.8091666666666666,4
5279X,515,18.698835732430144,52.55292125317528,38.15111111111111,-3.6294444444444447,4
5281X,345,19.305366710188324,53.56984050521076,38.09305555555556,-3.7825,4
5298X,202,18.334658688807878,55.63360057073602,38.02305555555555,-4.0633333333333335,4
5304Y,665,17.01771689497717,56.60913242009133,38.66888888888889,-4.059166666666666,4
5341C,710,16.25562414266118,55.62620027434842,38.428888888888885,-4.301666666666667,4
5346X,720,17.154103790945896,58.47221297937245,38.18666666666666,-4.2725,4
5361X,155,18.713903182365137,60.393472601132615,38.013333333333335,-4.330277777777778,4
5390Y,750,16.342532581895032,54.2507925325819,38.33305555555556,-4.608888888888888,4
5394X,525,17.170786131136285,59.43391692413319,38.020833333333336,-4.796666666666667,4
5402,90,19.382594417077176,57.30651340996169,37.848888888888894,-4.846666666666667,4
5406X,908,15.590075337778112,58.149877264576396,37.4975,-3.9080555555555554,4
5412X,550,17.21730543605788,56.25420414548299,37.484722222222224,-4.207777777777778,4
5427X,650,17.63803436516299,53.60900652995612,37.55611111111111,-4.353888888888888,4
5429X,275,18.612321295591336,57.32726648351648,37.81027777777778,-4.462222222222223,4
5459X,465,16.514561513437236,59.54754155019559,38.11111111111112,-4.928611111111112,4
5470,120,19.387296496887583,55.42083086630054,37.75305555555556,-5.100555555555555,4
5473X,581,16.858576642335766,57.628832116788324,38.26777777777777,-5.686111111111112,4
5511,3092,3.3709359605911327,53.080049261083744,37.06444444444444,-3.3713888888888888,3
5514,687,16.366289675300987,53.09613279824882,37.13722222222222,-3.631388888888889,4
5514Z,695,17.382875937295147,51.93509935159592,37.13611111111111,-3.633333333333333,4
5515D,1258,14.73598263408226,59.9273954204439,37.23694444444445,-3.5505555555555555,4
5515X,775,17.936459589680343,51.74036780631052,37.189722222222215,-3.595555555555556,4
5516D,2856,5.502474793767186,54.26119319788465,37.06305555555555,-3.3869444444444445,3
5530E,560,16.938693123503253,55.709544988026,37.19027777777777,-3.789722222222222,4
5582A,760,18.143410760937808,45.96015583574768,37.16111111111111,-4.152777777777779,4
5598X,465,17.99101906158358,52.537390029325515,37.23083333333334,-4.547777777777777,4
5612B,410,17.42317955510598,55.353769658937594,37.19444444444444,-4.77,4
5612X,450,18.215696071674707,55.900585802894554,37.27027777777778,-4.826944444444444,4
5624X,309,18.102693056456847,58.9769630110318,37.48194444444445,-4.685833333333334,4
5625X,200,18.158170148968626,62.22618836029272,37.63861111111111,-4.763888888888889,4
5641X,130,19.25520855399637,57.08216004519359,37.51611111111111,-5.085,4
5654X,200,17.074720447284346,62.852835463258785,37.78666666666666,-5.371111111111111,1
5656,165,19.205891983735864,59.46505847953216,37.49722222222222,-5.433055555555556,4
5702X,50,19.22218177751722,57.34855844317222,37.56555555555556,-5.740555555555556,1
5704B,550,15.91870429950278,60.39997075168178,37.92638888888889,-5.769722222222222,1
5726X,720,16.53296053867428,59.32640103694804,38.09944444444445,-5.819166666666667,4
5733X,450,17.828763127187866,57.690457910052416,37.79111111111111,-6.075,1
5769X,618,16.480357723577235,61.217015943154124,37.97361111111111,-6.322222222222222,4
5783,34,19.768752132541017,57.7928618576963,37.41666666666666,-5.879166666666667,1
5788X,84,19.663015184381777,60.79045553145336,37.361666666666665,-6.059722222222222,1
5790Y,9,20.108785018270403,61.124238733252135,37.36416666666667,-6.005833333333333,1
5796,87,18.741750405186387,59.10259319286872,37.16444444444444,-5.6113888888888885,1
5835X,76,18.783350586611455,63.29468599033817,37.36,-6.3341666666666665,1
5858X,5,17.896377654931626,69.78760546988653,36.98861111111111,-6.443055555555556,1
5860E,41,17.738657549032446,72.56791709412751,37.09805555555556,-6.738055555555556,1
5891X,105,19.372470489038786,62.46859190556492,36.95333333333333,-5.846666666666667,1
5906X,10,18.559874608150473,75.66046238244515,36.75,-6.400555555555556,1
5910,21,19.001742160278745,67.96963663514187,36.638888888888886,-6.3325,1
5911A,913,15.551831107281345,61.04567745151279,36.76055555555556,-5.3741666666666665,3
5919X,530,18.20281717888101,55.473207249802996,36.931666666666665,-5.259444444444444,4
5941X,295,18.13716744913928,59.826877934272304,36.72944444444445,-5.512222222222222,1
5950X,105,19.313807708598052,60.367217280813215,36.66388888888888,-5.783333333333333,1
5960,27,18.589826642335765,65.05588503649635,36.75055555555556,-6.055833333333333,1
5972X,28,19.27786436394271,68.67712721145746,36.46555555555556,-6.205555555555556,1
5973,2,19.592748240813137,70.9689210320563,36.49972222222223,-6.257777777777778,1
5983X,70,18.554653828519026,67.51352590554791,36.40611111111111,-5.920277777777778,1
5995B,186,19.02782938587589,64.9456262987065,36.24555555555556,-5.965,1
5996B,4,19.08733804475854,75.27615162260625,36.18472222222222,-5.9094444444444445,1
5998X,255,20.029161747343565,53.277253049980324,37.24333333333333,-5.1125,4
6000A,52,19.905316653635655,68.85828772478499,35.27638888888889,-2.956388888888889,1
6001,32,18.24768712969535,79.65292480841447,36.013888888888886,-5.598888888888888,1
6032B,766,10.8,69.46163209197653,36.74972222222223,-5.168333333333334,1
6032X,760,16.794360049824146,56.71087321201859,36.75,-5.168611111111112,4
6040X,315,17.46008010826475,67.37436811270098,36.54444444444445,-5.386388888888889,1
6042I,42,17.945466048080977,68.91522564318853,36.43555555555555,-5.3950000000000005,1
6045X,676,18.09245893479343,56.99054255848681,36.6325,-5.203055555555555,1
6050X,594,16.529603137978775,63.59206275957545,36.51861111111111,-5.318611111111111,1
6056X,1,18.665099557522122,76.86762536873157,36.27305555555555,-5.2844444444444445,1
6057X,140,19.22344460900821,67.6225499837646,36.37833333333333,-5.26,1
6058I,19,19.757086567143862,58.94424845039889,36.41694444444444,-5.155,1
6069X,392,18.18559921246013,61.038595166261864,36.54361111111111,-5.024722222222223,1
6076X,2,18.89143173748112,68.87624035281146,36.48444444444444,-4.953055555555555,1
6083X,2,19.24425205949767,72.8457036985109,36.48333333333333,-4.740277777777778,1
6084X,8,19.80651491106262,73.5798379348337,36.53861111111111,-4.618333333333334,1
6088X,85,19.57373349660333,60.104347062076975,36.62055555555556,-4.515,1
6100B,515,18.78977493757821,52.08992616332755,37.02388888888889,-4.5625,4
6106X,408,18.16387927627077,58.738386275101696,37.02944444444445,-4.748333333333333,4
6127X,172,19.153604234153512,57.99860686112329,36.85472222222222,-4.696666666666667,1
6143X,230,19.933006386861315,54.210697465702175,36.657777777777774,-4.760833333333333,1
6155A,7,19.24641119221411,62.34518241199347,36.66611111111111,-4.482222222222222,1
6156X,54,20.001536939388107,61.28631893743026,36.717777777777776,-4.4816666666666665,1
6172O,25,16.508,61.0,36.71666666666667,-4.419722222222222,1
6172X,25,19.816118714927523,62.910186199342824,36.71666666666667,-4.419722222222222,1
6175X,7,21.080645161290324,62.76019476567255,36.715,-4.286111111111111,1
6199X,41,21.487773722627736,60.824817518248175,36.76861111111111,-4.093611111111111,1
6201X,35,18.57559796405625,66.46176330423405,36.755833333333335,-4.043888888888889,1
6205X,3,19.770067558736034,70.59969029096278,36.72638888888889,-3.957222222222222,1
6213X,169,19.467363889963423,64.59967141292442,36.76277777777778,-3.845277777777778,1
6248D,1732,12.021444695259593,48.763718284837594,36.95222222222223,-3.430277777777777,5
6258X,708,15.886645897730785,61.09674152046115,36.92305555555555,-3.4925,1
6267X,20,18.434630739077253,68.6011567802243,36.748333333333335,-3.578611111111111,1
6268X,12,16.665817367437295,77.03549274517992,36.72277777777778,-3.5302777777777776,0
6268Y,3,19.76685187965262,66.77246415830521,36.723888888888894,-3.529166666666667,1
6272X,235,19.19167731102896,61.498804126334534,36.73416666666667,-3.38,1
6277B,8,19.707683680696107,68.65917255585458,36.74722222222222,-3.020555555555556,1
6281X,1020,17.462627527974735,47.09935116036015,37.00527777777778,-3.071388888888889,4
6291B,98,20.743158182813357,60.16885604816639,36.77472222222222,-2.813055555555555,1
6293X,3,19.07558509215851,72.09878832083511,36.68694444444444,-2.7016666666666667,1
6299I,2300,8.0948,58.144,37.09583333333334,-2.9644444444444447,3
6302A,869,17.388667959643815,48.724235570477084,37.14138888888889,-2.78,4
6307C,1713,14.863186813186813,47.637362637362635,37.05305555555555,-2.897222222222222,4
6307X,1510,14.275522917175905,49.829595366259326,37.03333333333333,-2.9125,4
6312E,601,20.229888268156426,48.43016759776536,37.020833333333336,-2.677222222222222,4
6325O,21,19.89947179288317,64.89575729927007,36.84638888888889,-2.3569444444444447,1
6329X,42,20.167330943914514,69.09287717036008,36.721944444444446,-2.1930555555555555,1
6332X,16,19.949957124406072,66.80641944898188,36.98027777777778,-1.903611111111111,1
6332Y,222,19.874360370858778,66.31432681705536,36.94222222222222,-1.9069444444444443,1
6335O,970,18.28150183150183,48.5970695970696,37.11,-2.6991666666666667,4
6340X,7,19.01329276856273,72.76949744701834,37.178888888888885,-1.8166666666666669,1
6364X,508,19.173601877199843,53.270825185764565,37.406666666666666,-2.151388888888889,4
6367B,300,18.536815796489787,47.370442468557776,37.39055555555556,-1.9436111111111112,4
6375X,420,17.44839161863551,54.93483097319347,37.13222222222223,-4.741944444444444,4
6381,15,16.859906934013356,63.12667405272068,35.93833333333333,-3.036111111111111,2
7002Y,32,19.956070287539937,55.57097215883159,37.41722222222222,-1.5869444444444445,1
7007Y,66,20.257393209200437,64.54271631982475,37.58805555555556,-1.2305555555555556,1
7012C,17,19.63268704379562,66.96076642335767,37.60111111111111,-0.9877777777777778,1
7012D,56,18.72385125532923,67.47418285172904,37.60444444444445,-1.0233333333333332,1
7019X,3,19.763387715930904,74.3358925143954,37.63583333333333,-0.7155555555555555,1
7020C,205,18.86303395399781,58.54381161007667,37.8075,-1.1280555555555556,1
7023X,140,19.402190580503834,59.823932092004384,37.72638888888889,-1.1672222222222224,1
7026X,50,18.920986049851095,65.29210275046265,37.73888888888889,-0.9675,1
7031,4,18.597426067907996,68.12280395642935,37.78888888888888,-0.8033333333333333,1
7031X,4,19.09066265060241,69.91018619934283,37.77833333333333,-0.8058333333333334,1
7066Y,680,17.21699889258029,56.03986710963455,38.39333333333333,-2.218888888888889,4
7067Y,1485,11.536448900388097,56.32498072460664,38.08833333333334,-2.4130555555555557,4
7072Y,960,16.097393483709272,54.247368421052634,38.295,-2.2938888888888886,4
7080X,955,15.404562043795622,56.31204379562044,38.26833333333333,-1.986388888888889,4
7096B,605,17.250717905405406,55.37014358108108,38.54194444444444,-1.7030555555555555,4
7103Y,615,17.369634703196347,53.9175799086758,38.58805555555556,-1.6894444444444443,4
7119B,643,16.629187001245732,50.6278908985112,38.10305555555556,-1.8772222222222223,4
7121A,350,18.206036848294787,52.98608388867111,38.23416666666667,-1.702222222222222,4
7127X,690,17.14491591709034,58.620903654146375,38.049166666666665,-1.695277777777778,4
7138B,485,16.885412592882282,56.8592100117325,38.45888888888889,-1.3352777777777778,4
7145D,265,18.784971194613725,56.37281586077049,38.23277777777778,-1.3805555555555555,1
7158X,150,20.068635948905108,55.11587591240876,38.12805555555556,-1.3058333333333334,1
7172X,255,18.826359014470082,56.18146265154478,38.04138888888889,-1.4491666666666667,1
7178I,62,20.220802919708028,55.159671532846716,38.00194444444445,-1.1708333333333334,1
7195X,985,14.832158245201724,56.316992164491566,37.92611111111111,-2.058333333333333,4
7203A,646,17.164942980731418,53.12033031852143,37.844722222222224,-1.8697222222222225,4
7209,312,18.480646725512894,57.15983620334919,37.65472222222222,-1.6872222222222222,1
7211B,445,19.35288542544229,53.41533277169334,37.56805555555556,-1.797222222222222,4
7218Y,281,20.405474162128957,56.25421686746988,37.75861111111111,-1.5127777777777778,1
7227X,157,18.800049367234898,59.311924417362675,37.861666666666665,-1.334722222222222,1
7228,75,19.421289537712894,57.038929440389296,37.95777777777778,-1.228611111111111,1
7237E,170,19.142214236824096,58.968685831622174,38.138888888888886,-1.158611111111111,1
7244X,26,19.29972627737226,59.12712895377129,38.06777777777778,-0.9813888888888888,1
7247X,575,16.06641718190693,56.10232095662553,38.39972222222222,-1.0380555555555555,4
7250C,174,18.343655950752392,60.48632010943913,38.19444444444444,-1.033888888888889,1
7261X,31,19.22060178077986,64.96499846484495,38.08805555555556,-0.7152777777777777,1
7275C,640,16.112942357609878,53.50034174795025,38.60166666666667,-1.159722222222222,4
8005X,622,15.425696055684455,63.78963650425367,38.78,-0.7958333333333333,4
8008Y,486,15.57013725490196,62.961176470588235,38.57694444444445,-0.8655555555555555,4
8013X,233,19.25031554551967,58.627499756670346,38.38555555555556,-0.7577777777777778,1
8018X,110,19.185730565938055,59.817458923471975,38.2875,-0.6805555555555555,1
8019,43,19.23359309182814,62.79507160909857,38.282777777777774,-0.5708333333333333,1
8025,81,18.923831578947368,61.75557894736842,38.3725,-0.4941666666666666,1
8036Y,36,19.020777891504604,64.51228249744115,38.54361111111111,-0.1377777777777777,1
8050X,15,18.748768465686577,62.00765840204382,38.78416666666666,0.1666666666666666,1
8057C,60,19.902720880464692,61.40782635279731,38.84666666666667,-0.1183333333333333,1
8058X,5,17.68330760828821,68.50143898677514,38.928888888888885,-0.0958333333333333,1
8058Y,12,19.450243383024034,64.97946455734713,38.95027777777778,-0.1377777777777777,1
8059C,530,17.16429049073812,56.45284801880289,38.71083333333333,-0.46,4
8072Y,340,17.337658336186237,69.12238959260527,39.01694444444444,-0.3047222222222222,0
8084Y,1154,11.069515936703693,60.34383844241506,40.2225,-1.9258333333333333,4
8096,949,14.748357664233577,54.74756690997567,40.06722222222223,-2.1319444444444446,4
8155Y,830,14.540658449562114,59.68374959455076,39.555277777777775,-1.9152777777777776,4
8175,702,15.473448905109489,58.20042579075426,38.95416666666667,-1.856388888888889,4
8177A,880,14.58162393765573,55.84447407760622,38.9375,-1.6588888888888889,4
8178D,674,16.11854893908282,59.20294318959617,39.00555555555555,-1.8622222222222224,4
8193E,372,16.265519843594873,59.78265986616166,39.208333333333336,-1.0944444444444443,4
8198Y,710,15.05316173038162,60.11349079263411,38.85055555555556,-1.0630555555555556,4
8203O,855,15.161197437457465,60.688316309076555,39.08277777777778,-1.100833333333333,4
8210Y,1160,11.274943395526758,59.275018048872546,40.10305555555556,-1.503611111111111,4
8245Y,815,13.26236829374492,59.90815223634219,39.714444444444446,-1.4425,4
8270X,305,18.072940974605356,59.87765313242006,39.13361111111111,-0.79,1
8283X,350,17.760813453265545,62.16581931951506,38.82944444444445,-0.6077777777777778,1
8293X,88,19.124717218043745,55.08297114679636,39.001666666666665,-0.5230555555555556,1
8300X,25,18.65259677419355,64.4124193548387,39.11333333333334,-0.4458333333333333,1
8309X,758,14.777407152682255,56.36795048143053,39.57555555555556,-1.2447222222222225,4
8325X,12,17.85809239831388,61.42316817415564,39.18472222222222,-0.3719444444444444,1
8337X,186,17.65205338809035,62.68822724161533,39.39222222222222,-0.6247222222222223,1
8354X,1130,11.994924326319675,57.879291251384274,40.41972222222222,-1.4413888888888888,4
8368U,902,13.719160583941607,58.964963503649635,40.35083333333333,-1.1241666666666668,4
8376,1430,11.311720356408498,58.802636765899386,40.23611111111112,-1.4116666666666666,4
8381X,705,14.165208825847126,61.56264775413712,40.06055555555555,-1.283611111111111,4
8395X,515,16.544602032176122,56.80397967823878,39.75333333333333,-0.9936111111111112,4
8409X,198,17.932544031311156,58.53013698630137,39.66388888888888,-0.653888888888889,1
8414A,56,18.383659108678657,59.953870211102426,39.485,-0.4747222222222222,1
8416,11,19.207818608287724,60.26062653470377,39.480555555555554,-0.3663888888888889,1
8416X,6,18.431676730900893,70.8810379241517,39.47944444444445,-0.3372222222222222,1
8416Y,11,19.115459883943533,56.85779839461529,39.480555555555554,-0.3663888888888889,1
8439X,400,15.869443871103798,61.54531035953502,39.79555555555555,-0.4852777777777778,1
8446Y,24,18.239183021451392,66.83614787768143,39.700833333333335,-0.2588888888888889,1
8458X,1380,10.751411715128528,63.38528574418007,40.43055555555555,-0.8494444444444444,4
8472A,601,15.845207355242566,62.63654147104851,40.08777777777778,-0.5469444444444445,1
8486X,1515,10.929796397807362,61.870197798879445,40.3625,-0.4544444444444444,3
8489X,1130,12.220636966126657,60.630742417222656,40.43333333333333,-0.2555555555555555,3
8492X,420,16.3410780669145,60.7592936802974,40.227222222222224,-0.1697222222222222,1
8500A,43,18.705693430656932,60.800182481751825,39.95722222222223,-0.0719444444444444,1
8501,23,19.162120082924183,62.00824200953233,39.98916666666667,-0.0322222222222222,1
8503Y,35,18.43684764795408,64.43600872982225,40.21138888888889,0.183611111111111,1
8520X,1165,11.437800701672593,68.52198466855229,40.69361111111111,0.1652777777777777,3
8523X,111,17.646181556195966,53.82817002881844,40.55416666666667,0.4297222222222222,1
9001D,870,10.153464903585364,71.9621052631579,42.99194444444444,-4.160555555555556,0
9001S,1650,7.602329455128842,67.83194977889592,43.03666666666666,-4.374444444444444,0
9012E,915,10.64907343857241,73.15625101634373,42.95138888888889,-3.957222222222222,0
9016X,770,11.44085910652921,71.4585910652921,42.80972222222222,-4.032222222222222,1
9019B,720,12.022351108033241,70.04397506925208,42.80611111111111,-3.933888888888889,1
9027X,1017,10.345913925057308,73.83720751973492,42.746944444444445,-3.8844444444444446,0
9031C,730,12.182837696756055,72.20947728572357,42.559444444444445,-3.3088888888888888,1
9051,580,12.911092267343086,66.19650621284799,42.92,-3.4827777777777778,1
9060X,910,10.779822650902302,76.46779713752333,42.875277777777775,-3.231666666666667,0
9069C,460,13.950194426441998,68.70333765392094,42.68722222222222,-2.960555555555556,1
9073X,660,12.325787221033323,76.2253133598288,42.82972222222222,-2.3597222222222225,0
9091O,513,12.495840933965706,75.27836556001459,42.88194444444444,-2.735,0
9091R,513,12.59992396593674,74.68689172749392,42.871944444444445,-2.7327777777777778,0
9111,820,11.924508795256067,65.81754826950294,42.42111111111111,-3.1702777777777778,1
9115X,1630,7.879002493765586,70.06183160691934,42.255,-2.968055555555556,0
9121X,465,14.047512551346417,67.08831583751711,42.57527777777778,-2.854722222222222,1
9122I,612,13.446146830825354,67.937528499772,42.60388888888889,-2.7766666666666664,1
9136X,1006,11.073083941605839,71.36998175182482,42.23083333333334,-2.871111111111111,0
9141V,500,13.945189238486092,67.19790241678066,42.41388888888888,-2.7266666666666666,1
9145X,575,13.105124378109453,69.29751243781095,42.56722222222223,-2.6327777777777777,1
9145Y,429,14.479534246575342,65.71013698630136,42.48277777777778,-2.6394444444444445,1
9170,353,14.785994525547446,65.02440693430657,42.45222222222223,-2.331111111111111,1
9171K,470,14.486861313868614,65.75615875912409,42.57027777777778,-2.1838888888888888,1
9178X,570,13.06781981085117,71.63613738178198,42.67055555555555,-2.3461111111111115,1
9188,855,12.33535175879397,62.537939698492465,42.14944444444444,-2.273333333333333,1
9195C,2276,4.278471556811787,75.98170806026334,42.793055555555554,-0.5052777777777778,3
9198X,1197,10.41313269493844,71.58827617962976,42.74944444444444,-0.5161111111111111,0
9201K,823,12.506812652068128,57.840328467153284,42.57888888888889,-0.5469444444444445,4
9201X,832,13.113972602739727,64.85205479452055,42.57972222222222,-0.545,3
9207,860,11.879146141215108,62.678434592227696,42.74055555555556,-0.7505555555555555,3
9208E,1025,12.679775538250114,56.18850206138342,42.70861111111111,-0.6727777777777777,3
9211F,722,13.637057356608478,62.70773067331671,42.51416666666667,-0.8172222222222222,3
9218A,838,11.531675824175824,72.08846153846154,42.8625,-0.9247222222222222,0
9228J,635,12.391570969223702,72.20509875976114,42.89611111111111,-1.300277777777778,0
9228T,947,10.250504124656278,82.6954628780935,43.007777777777775,-1.3255555555555556,0
9238X,612,12.414908675799088,69.27288766068561,42.7175,-1.1172222222222223,1
9244X,626,13.507209158415842,63.132116336633665,42.490833333333335,-1.2133333333333334,4
9245X,440,14.579368932038836,64.51907073509015,42.521388888888886,-1.3663888888888889,1
9252X,390,14.141015430562469,62.47851708028857,42.48916666666667,-1.6555555555555554,1
9257X,615,12.186914181375531,82.49604382227632,42.97055555555556,-1.5169444444444444,0
9262,450,14.475745595955347,68.25295201858151,42.81777777777778,-1.6383333333333332,1
9262P,585,13.060926234054353,70.06849694952857,42.70111111111111,-1.4955555555555555,1
9263D,459,14.204968701095462,67.99921752738655,42.776944444444446,-1.65,1
9263X,572,13.286690186016678,70.89191789608724,42.77611111111111,-1.5325,1
