indicativo,provincia,latitud_dd,longitud_dd,start_date,end_date,cluster
9145X,Araba/Álava,42.56722222222223,-2.6327777777777777,2016-01-01,2024-12-31,1
9145Y,La Rioja,42.48277777777778,-2.6394444444444445,2019-01-01,2024-12-31,1
9170,La Rioja,42.45222222222223,-2.331111111111111,2016-01-01,2024-12-31,1
9171K,Navarra,42.57027777777778,-2.1838888888888888,2016-01-01,2024-12-31,1
9178X,Araba/Álava,42.67055555555555,-2.3461111111111115,2016-07-02,2024-12-31,1
9188,La Rioja,42.14944444444444,-2.273333333333333,2016-01-01,2024-12-31,1
9195C,Huesca,42.793055555555554,-0.5052777777777778,2021-10-25,2024-12-31,3
9198X,Huesca,42.74944444444444,-0.5161111111111111,2016-01-01,2024-12-31,0
9201K,Huesca,42.57888888888889,-0.5469444444444445,2016-01-01,2022-12-31,4
9201X,Huesca,42.57972222222222,-0.545,2024-01-01,2024-12-31,3
9207,Huesca,42.74055555555556,-0.7505555555555555,2016-01-01,2024-12-31,3
9208E,Huesca,42.70861111111111,-0.6727777777777777,2016-01-01,2024-12-31,3
9211F,Huesca,42.51416666666667,-0.8172222222222222,2016-01-01,2024-12-31,3
9218A,Navarra,42.8625,-0.9247222222222222,2016-01-01,2024-12-31,0
9228J,Navarra,42.89611111111111,-1.300277777777778,2016-01-01,2024-12-31,0
9228T,Navarra,43.007777777777775,-1.3255555555555556,2016-01-01,2024-12-31,0
9238X,Navarra,42.7175,-1.1172222222222223,2016-01-01,2024-12-31,1
9244X,Zaragoza,42.490833333333335,-1.2133333333333334,2016-01-01,2023-07-02,4
9245X,Navarra,42.521388888888886,-1.3663888888888889,2016-01-01,2023-12-31,1
9252X,Navarra,42.48916666666667,-1.6555555555555554,2016-01-01,2024-07-01,1
9257X,Navarra,42.97055555555556,-1.5169444444444444,2016-01-01,2023-12-31,0
9262,Navarra,42.81777777777778,-1.6383333333333332,2016-01-01,2023-12-31,1
9262P,Navarra,42.70111111111111,-1.4955555555555555,2016-01-01,2023-12-31,1
9263D,Navarra,42.776944444444446,-1.65,2016-01-01,2023-12-31,1
9263X,Navarra,42.77611111111111,-1.5325,2016-01-01,2024-12-31,1
9274X,Navarra,42.91888888888889,-1.835,2016-01-01,2023-12-31,0
9280B,Navarra,42.54944444444444,-1.8575,2016-01-01,2024-12-31,1
9283X,Navarra,42.206944444444446,-1.7113888888888888,2016-01-02,2016-12-31,4
9287A,Soria,42.02638888888889,-2.230833333333333,2016-01-01,2024-12-31,1
9293X,La Rioja,42.17611111111111,-1.743888888888889,2021-02-26,2024-12-31,4
9294E,Navarra,42.19861111111111,-1.475277777777778,2016-01-01,2024-12-31,4
9299X,Zaragoza,41.915,-1.7233333333333334,2016-01-01,2024-12-31,4
9301X,Navarra,41.95888888888889,-1.6905555555555556,2016-01-01,2024-12-31,4
9302Y,Navarra,42.05555555555555,-1.6094444444444445,2016-01-01,2024-12-31,4
9321X,Zaragoza,42.12111111111111,-1.1397222222222223,2016-01-01,2024-10-23,4
9336D,Zaragoza,41.98416666666667,-0.9958333333333332,2016-01-01,2024-12-31,4
9344C,Soria,41.21638888888889,-2.293055555555556,2016-01-01,2024-12-31,4
9352A,Soria,41.57472222222223,-2.140277777777778,2016-01-01,2024-12-31,4
9354X,Zaragoza,41.293055555555554,-1.8952777777777776,2016-01-01,2024-12-31,4
9374X,Teruel,40.56666666666667,-1.3208333333333333,2016-01-01,2024-12-31,4
9377Y,Guadalajara,40.77861111111111,-1.5683333333333334,2016-01-01,2024-07-01,4
9381I,Teruel,40.92611111111111,-1.2933333333333332,2016-01-01,2024-12-31,4
9390,Zaragoza,41.114444444444445,-1.41,2016-01-01,2022-12-31,4
9394X,Zaragoza,41.33111111111111,-1.6452777777777778,2016-01-01,2022-12-31,4
9427X,Zaragoza,41.48111111111111,-1.3808333333333334,2016-01-01,2022-12-31,4
9434,Zaragoza,41.660555555555554,-1.0041666666666669,2016-01-01,2022-12-31,4
9434P,Zaragoza,41.62111111111111,-0.9347222222222222,2016-01-01,2022-12-31,4
9436X,Teruel,40.99527777777778,-1.0875,2016-01-01,2022-12-31,4
9445L,Huesca,42.7625,-0.3927777777777778,2022-01-01,2022-12-31,3
9451F,Huesca,42.70444444444445,-0.2752777777777778,2019-11-28,2022-12-31,3
9453X,Huesca,42.69916666666666,-0.3188888888888889,2016-01-01,2022-12-31,3
9460X,Huesca,42.51277777777778,-0.3555555555555555,2016-01-01,2022-12-31,4
9491X,Huesca,42.02944444444445,-0.5858333333333333,2016-01-01,2022-12-31,1
9495Y,Zaragoza,41.79666666666667,-0.6172222222222222,2017-01-01,2022-12-31,4
9501X,Zaragoza,41.44305555555555,-0.8858333333333333,2017-01-01,2019-12-31,4
9510X,Zaragoza,41.42916666666667,-0.5038888888888889,2017-01-01,2022-12-31,4
9513X,Teruel,41.03111111111111,-0.8055555555555556,2017-01-01,2019-12-31,4
9531Y,Teruel,40.82861111111112,-0.7927777777777778,2017-01-01,2019-12-31,4
9546B,Teruel,41.17194444444444,-0.4419444444444445,2017-01-01,2024-12-31,4
9550C,Teruel,40.97444444444445,-0.4077777777777778,2017-01-01,2019-12-31,4
9561X,Teruel,40.79833333333333,-0.3152777777777777,2017-01-01,2019-12-31,4
9562X,Castelló/Castellón,40.62166666666667,-0.1019444444444444,2017-01-01,2019-12-31,4
9563X,Castelló/Castellón,40.49861111111111,-0.1866666666666666,2017-01-01,2019-12-31,4
9569A,Teruel,40.946666666666665,-0.2377777777777777,2017-01-01,2019-12-31,4
9573X,Teruel,41.05805555555556,-0.1416666666666666,2017-01-01,2024-07-01,4
9574B,Zaragoza,41.2425,-0.0686111111111111,2018-06-11,2023-12-31,4
9576C,Zaragoza,41.52194444444444,-0.1741666666666666,2017-01-01,2018-06-06,4
9585,Girona,42.3325,1.9394444444444443,2017-01-01,2023-12-31,3
9590,Lleida,42.36222222222222,1.6933333333333334,2017-07-03,2023-12-31,4
9590D,Lleida,42.430277777777775,1.6674999999999998,2017-01-01,2023-12-31,3
9619,Lleida,42.35472222222222,1.4627777777777775,2018-01-01,2023-12-31,4
9632X,Lleida,42.23027777777778,1.5694444444444444,2017-07-03,2023-12-31,3
9638D,Lleida,42.15444444444445,1.3119444444444446,2017-01-01,2023-12-31,4
9647X,Lleida,41.80583333333333,1.3955555555555554,2017-01-01,2023-12-31,4
9650X,Lleida,41.88138888888889,1.1086111111111112,2016-07-02,2023-12-31,4
9657X,Lleida,42.625,1.126111111111111,2016-01-01,2023-12-31,4
9660,Lleida,42.58083333333334,1.0075,2016-01-01,2023-12-31,3
9677,Lleida,42.41,1.2147222222222225,2017-01-01,2023-12-31,3
9689X,Lleida,42.46638888888889,0.9908333333333332,2016-01-01,2023-12-31,3
9698U,Lleida,42.20472222222222,0.8647222222222222,2016-01-01,2023-12-31,4
9707,Lleida,42.066944444444445,0.9072222222222224,2016-01-01,2023-12-31,4
9718X,Lleida,41.68111111111111,1.2230555555555558,2017-01-24,2023-12-31,4
9720X,Lleida,41.65055555555556,1.1494444444444445,2016-01-01,2019-11-13,4
9724X,Lleida,41.873333333333335,0.7561111111111111,2016-07-02,2023-12-31,4
9726E,Tarragona,41.55722222222222,1.3094444444444444,2017-01-01,2024-12-31,4
9729X,Lleida,41.61694444444444,0.8666666666666667,2017-01-01,2024-12-31,4
9744B,Lleida,42.50333333333333,0.7988888888888889,2016-07-02,2024-12-29,3
9751,Huesca,42.31861111111112,0.7469444444444444,2016-01-01,2024-12-31,4
9756X,Huesca,42.1125,0.48,2017-01-01,2024-12-31,4
9771C,Lleida,41.62611111111112,0.5980555555555556,2017-01-01,2024-12-31,4
9772X,Lleida,41.36611111111111,0.9136111111111112,2018-01-01,2024-12-31,4
9775X,Lleida,41.41361111111111,0.6783333333333333,2017-01-01,2024-12-31,4
9776D,Lleida,41.39333333333333,0.7341666666666666,2017-01-01,2024-12-31,4
9784P,Huesca,42.63,0.2247222222222222,2017-01-01,2024-12-31,3
9808X,Huesca,42.42166666666667,0.1380555555555555,2017-01-01,2024-12-31,4
9812M,Huesca,42.655277777777776,-0.0991666666666666,2023-02-02,2024-12-31,3
9814I,Huesca,42.65611111111111,-0.1244444444444444,2019-11-13,2024-12-31,3
9814X,Huesca,42.6375,-0.1119444444444444,2017-07-03,2024-12-31,3
9838B,Huesca,42.59944444444445,0.5205555555555557,2017-01-01,2024-12-31,3
9839V,Huesca,42.555,0.5430555555555555,2019-11-14,2024-12-31,3
9843A,Huesca,42.47694444444445,0.4341666666666667,2017-01-01,2024-12-31,3
9855E,Huesca,42.20138888888889,0.4661111111111111,2017-01-01,2024-12-31,4
9866C,Huesca,42.021388888888886,0.1405555555555555,2017-01-01,2024-12-31,4
9894Y,Huesca,41.799166666666665,-0.1608333333333333,2017-01-01,2024-12-31,4
9898,Huesca,42.08444444444444,-0.3255555555555555,2017-01-01,2024-12-31,4
9901X,Huesca,42.138888888888886,-0.395,2017-01-01,2024-12-31,4
9908X,Huesca,41.77388888888889,-0.3330555555555555,2017-01-01,2024-12-31,4
9911X,Huesca,41.61944444444445,0.1877777777777777,2017-01-01,2024-12-31,4
9918Y,Huesca,41.78083333333333,0.3769444444444444,2017-01-01,2024-12-31,4
9924X,Huesca,41.52472222222222,0.3555555555555555,2018-01-01,2024-12-31,4
9935X,Teruel,40.873333333333335,0.1463888888888889,2018-01-01,2024-12-31,1
9946X,Tarragona,40.95305555555556,0.3116666666666666,2016-01-01,2024-12-31,1
9947X,Tarragona,41.17722222222222,0.3533333333333333,2016-01-01,2024-12-31,4
9961X,Tarragona,41.24944444444444,0.7352777777777777,2016-01-01,2024-12-31,4
9975X,Tarragona,41.005,0.6136111111111111,2016-01-01,2024-12-31,1
9981A,Tarragona,40.82027777777778,0.4933333333333333,2016-01-01,2024-12-31,1
9987P,Tarragona,40.69916666666666,0.81,2016-01-07,2016-12-31,1
9988B,Lleida,42.69194444444444,0.9738888888888888,2020-09-04,2024-12-31,3
9990X,Lleida,42.70027777777778,0.8769444444444445,2016-01-01,2024-12-31,3
9994X,Lleida,42.77611111111111,0.6897222222222222,2016-01-01,2024-12-31,0
9995Y,Navarra,43.09111111111111,-1.3008333333333333,2016-01-01,2024-12-31,0
9998X,Teruel,40.921388888888885,-1.4944444444444445,2016-01-01,2024-12-31,4
B013X,Illes Balears,39.82333333333334,2.8858333333333333,2016-01-01,2025-06-11,0
B051A,Illes Balears,39.79555555555555,2.691388888888889,2021-01-01,2025-06-11,1
B087X,Illes Balears,39.689166666666665,2.512777777777778,2016-01-01,2025-06-11,1
B103B,Illes Balears,39.57944444444445,2.368888888888889,2020-01-01,2025-06-11,1
B158X,Illes Balears,39.55138888888889,2.466388888888889,2016-01-01,2025-06-11,1
B228,Illes Balears,39.55416666666667,2.625277777777778,2016-01-01,2025-06-11,1
B236C,Illes Balears,39.64222222222222,2.6438888888888887,2016-01-01,2025-06-11,1
B248,Illes Balears,39.735,2.713055555555556,2016-01-01,2025-06-11,3
B275E,Illes Balears,39.60583333333334,2.706666666666667,2021-07-10,2025-06-11,1
B278,Illes Balears,39.56083333333333,2.736666666666667,2016-01-01,2025-06-11,1
B301,Illes Balears,39.37972222222222,2.785,2016-01-01,2025-06-11,1
B334X,Illes Balears,39.49555555555556,2.8916666666666666,2016-01-01,2025-06-11,1
B341X,Illes Balears,39.50611111111111,3.0055555555555555,2022-07-26,2025-06-11,1
B346X,Illes Balears,39.52166666666667,3.0191666666666666,2016-01-01,2022-07-25,1
B362X,Illes Balears,39.40583333333333,3.0641666666666665,2016-01-01,2024-12-31,1
B373X,Illes Balears,39.35111111111111,3.0119444444444445,2016-01-01,2023-12-31,1
B398A,Illes Balears,39.13555555555556,2.936666666666667,2016-01-01,2023-12-31,1
B410B,Illes Balears,39.34,3.145833333333333,2016-01-01,2023-12-31,1
B434X,Illes Balears,39.41444444444444,3.2716666666666665,2016-01-05,2023-12-31,1
B496X,Illes Balears,39.63027777777778,3.383611111111111,2016-01-01,2023-12-31,1
B526X,Illes Balears,39.68861111111111,3.351111111111112,2016-07-02,2023-12-31,1
B569X,Illes Balears,39.71666666666667,3.478055555555556,2016-01-01,2023-12-31,1
B603X,Illes Balears,39.723055555555554,3.278611111111111,2016-01-01,2024-12-31,1
B605X,Illes Balears,39.79666666666667,3.104722222222222,2016-01-01,2024-12-31,1
B614E,Illes Balears,39.55694444444444,3.217777777777778,2016-01-01,2024-12-31,1
B640X,Illes Balears,39.61638888888889,3.121111111111111,2021-02-13,2023-12-31,1
B644B,Illes Balears,39.64333333333333,3.002222222222222,2016-01-01,2023-12-31,1
B656A,Illes Balears,39.6525,2.8002777777777776,2016-01-01,2024-07-01,1
B662X,Illes Balears,39.67805555555555,2.8738888888888887,2016-01-01,2023-12-31,1
B684A,Illes Balears,39.79277777777778,2.787777777777777,2016-01-01,2024-12-31,0
B691,Illes Balears,39.748333333333335,3.015277777777778,2016-01-01,2024-12-31,1
B691Y,Illes Balears,39.74916666666667,3.0166666666666666,2016-01-01,2024-12-31,1
B760X,Illes Balears,39.87694444444445,3.0241666666666664,2016-01-01,2024-12-31,1
B780X,Illes Balears,39.909444444444446,3.100277777777778,2016-01-01,2024-12-31,1
B800X,Illes Balears,39.87611111111112,4.323888888888889,2016-01-01,2024-12-31,1
B825B,Illes Balears,39.99055555555556,4.086388888888888,2016-01-01,2024-12-31,1
B860X,Illes Balears,39.99277777777778,3.853888888888889,2016-01-01,2024-12-31,1
B870C,Illes Balears,39.94472222222222,3.956666666666667,2016-01-01,2024-12-31,1
B893,Illes Balears,39.85472222222222,4.215555555555556,2016-01-01,2024-12-31,1
B908X,Illes Balears,39.05611111111111,1.4925000000000002,2016-01-01,2024-12-31,1
B925,Illes Balears,38.96305555555556,1.321388888888889,2020-01-01,2024-12-31,1
B954,Illes Balears,38.87638888888889,1.3844444444444444,2016-01-01,2024-12-31,1
B957,Illes Balears,38.922777777777775,1.4413888888888888,2016-01-01,2024-12-31,1
B986,Illes Balears,38.69361111111111,1.463611111111111,2016-01-01,2024-12-31,1
C018J,Las Palmas,28.96972222222222,-13.690277777777778,2016-01-01,2024-12-31,2
C019V,Las Palmas,28.85888888888889,-13.835,2016-01-01,2024-12-31,2
C029O,Las Palmas,28.951944444444443,-13.600277777777777,2016-01-01,2024-12-31,2
C038N,Las Palmas,29.14361111111111,-13.489166666666666,2016-01-01,2024-12-31,2
C048W,Las Palmas,29.0425,-13.680833333333332,2016-01-01,2024-12-31,2
C101A,Santa Cruz De Tenerife,28.75583333333333,-17.89527777777778,2020-01-01,2024-12-31,5
C117A,Santa Cruz De Tenerife,28.760555555555555,-17.985555555555557,2016-01-01,2024-12-31,2
C117Z,Santa Cruz De Tenerife,28.674722222222226,-17.936666666666667,2017-01-01,2025-06-11,2
C126A,Santa Cruz De Tenerife,28.653888888888886,-17.853055555555557,2017-01-01,2025-06-11,2
C129V,Santa Cruz De Tenerife,28.455,-17.84111111111111,2017-01-01,2025-06-11,2
C129Z,Santa Cruz De Tenerife,28.59583333333333,-17.915277777777778,2017-01-01,2025-06-11,2
C139E,Santa Cruz De Tenerife,28.63305555555556,-17.755,2017-01-01,2025-06-11,2
C148F,Santa Cruz De Tenerife,28.804722222222225,-17.78222222222222,2017-01-01,2025-06-11,2
C229J,Las Palmas,28.049166666666668,-14.358055555555556,2016-01-01,2025-06-11,2
C239N,Las Palmas,28.20861111111111,-14.023055555555556,2016-01-01,2025-06-11,2
C248E,Las Palmas,28.416944444444447,-14.019166666666669,2017-01-01,2025-06-11,2
C249I,Las Palmas,28.44472222222222,-13.863055555555556,2016-01-01,2025-06-11,2
C258K,Las Palmas,28.6125,-13.931666666666668,2016-01-01,2025-06-11,2
C314Z,Santa Cruz De Tenerife,28.106944444444444,-17.249166666666667,2016-01-01,2024-12-31,5
C316I,Santa Cruz De Tenerife,28.12833333333333,-17.315,2018-08-07,2025-06-11,2
C317B,Santa Cruz De Tenerife,28.17888888888889,-17.213055555555556,2016-01-01,2025-06-11,2
C319W,Santa Cruz De Tenerife,28.054166666666667,-17.30638888888889,2016-01-01,2024-12-31,2
C328W,Santa Cruz De Tenerife,28.16361111111111,-17.194166666666668,2016-01-01,2024-12-31,2
C329B,Santa Cruz De Tenerife,28.031666666666663,-17.210833333333333,2016-01-01,2024-12-31,2
C329Z,Santa Cruz De Tenerife,28.08972222222222,-17.11138888888889,2016-01-01,2024-12-31,2
C406G,Santa Cruz De Tenerife,28.224166666666665,-16.62611111111111,2016-01-01,2024-12-22,5
C412N,Santa Cruz De Tenerife,28.21972222222222,-16.705277777777777,2016-01-01,2024-12-31,5
C415A,Santa Cruz De Tenerife,28.30527777777778,-16.805555555555557,2016-01-01,2024-12-31,2
C417J,Santa Cruz De Tenerife,28.23333333333333,-16.789166666666667,2016-01-01,2024-12-31,2
C418I,Santa Cruz De Tenerife,28.21444444444444,-16.789722222222224,2016-01-01,2024-12-31,2
C418L,Santa Cruz De Tenerife,28.200277777777774,-16.763055555555557,2016-01-01,2024-12-31,2
C419L,Santa Cruz De Tenerife,28.20694444444444,-16.791944444444447,2018-07-19,2024-12-31,2
C419X,Santa Cruz De Tenerife,28.08138888888889,-16.710555555555555,2016-01-01,2024-12-31,2
C422A,Santa Cruz De Tenerife,28.17194444444445,-16.65138888888889,2016-01-01,2024-12-31,5
C423R,Santa Cruz De Tenerife,28.224166666666665,-16.52111111111111,2016-01-01,2024-12-31,5
C426E,Santa Cruz De Tenerife,28.144166666666667,-16.628055555555555,2016-01-01,2024-12-31,5
C426I,Santa Cruz De Tenerife,28.126944444444444,-16.605833333333333,2016-01-01,2024-12-31,2
C426R,Santa Cruz De Tenerife,28.216944444444444,-16.490555555555556,2016-01-01,2024-12-31,2
C428T,Santa Cruz De Tenerife,28.180833333333336,-16.48333333333333,2016-01-01,2024-12-31,2
C428U,Santa Cruz De Tenerife,28.13111111111111,-16.472499999999997,2016-01-01,2024-12-31,2
C429I,Santa Cruz De Tenerife,28.04694444444445,-16.561111111111114,2016-01-01,2024-12-31,2
C430E,Santa Cruz De Tenerife,28.308333333333334,-16.499722222222225,2016-01-01,2024-12-31,5
C436I,Santa Cruz De Tenerife,28.32638888888889,-16.405555555555555,2016-01-01,2024-12-31,2
C436L,Santa Cruz De Tenerife,28.370555555555555,-16.3975,2016-01-01,2024-12-31,2
C437E,Santa Cruz De Tenerife,28.26972222222222,-16.419722222222223,2016-01-01,2024-12-31,2
C438N,Santa Cruz De Tenerife,28.359166666666667,-16.401666666666664,2016-01-01,2024-12-31,2
C439J,Santa Cruz De Tenerife,28.31833333333333,-16.38222222222222,2016-01-01,2024-12-31,2
C446G,Santa Cruz De Tenerife,28.52638888888889,-16.280277777777776,2016-01-01,2024-12-31,2
C447A,Santa Cruz De Tenerife,28.4775,-16.329444444444444,2016-01-01,2024-12-31,2
C448C,Santa Cruz De Tenerife,28.4625,-16.273333333333333,2016-01-01,2024-12-31,2
C449C,Santa Cruz De Tenerife,28.46333333333333,-16.255277777777778,2016-01-01,2024-12-31,2
C449F,Santa Cruz De Tenerife,28.508055555555558,-16.195555555555554,2016-01-01,2024-12-31,2
C449Q,Santa Cruz De Tenerife,28.56,-16.228055555555553,2016-01-01,2024-07-01,2
C453I,Santa Cruz De Tenerife,28.39472222222222,-16.433333333333334,2016-01-01,2024-12-31,5
C455M,Santa Cruz De Tenerife,28.361666666666668,-16.496944444444445,2016-01-01,2024-12-31,2
C456E,Santa Cruz De Tenerife,28.453888888888887,-16.40861111111111,2016-01-01,2023-12-31,2
C456P,Santa Cruz De Tenerife,28.36138888888889,-16.546666666666667,2016-01-01,2023-12-31,2
C456R,Santa Cruz De Tenerife,28.372777777777777,-16.541944444444447,2016-01-01,2023-12-31,2
C457E,Santa Cruz De Tenerife,28.449444444444445,-16.438055555555557,2016-01-01,2024-12-30,2
C457I,Santa Cruz De Tenerife,28.434444444444445,-16.454444444444444,2016-01-01,2024-12-31,2
C458A,Santa Cruz De Tenerife,28.49638888888889,-16.42,2016-01-01,2024-07-01,2
C458U,Santa Cruz De Tenerife,28.36861111111111,-16.578055555555554,2016-07-02,2024-12-31,2
C459Z,Santa Cruz De Tenerife,28.41805555555556,-16.548333333333336,2016-01-01,2024-12-31,2
C466O,Santa Cruz De Tenerife,28.339166666666664,-16.794444444444448,2016-01-01,2024-12-31,2
C467I,Santa Cruz De Tenerife,28.35333333333333,-16.708333333333332,2016-01-01,2024-12-31,2
C468I,Santa Cruz De Tenerife,28.36694444444445,-16.72222222222222,2016-01-01,2024-12-31,2
C468O,Santa Cruz De Tenerife,28.356944444444444,-16.80138888888889,2016-01-01,2025-06-11,2
C468X,Santa Cruz De Tenerife,28.37305555555556,-16.625833333333333,2020-01-01,2025-06-11,2
C611E,Las Palmas,27.976666666666667,-15.58388888888889,2016-01-01,2025-06-11,5
C612F,Las Palmas,28.006944444444443,-15.59888888888889,2016-01-01,2025-06-11,5
C614H,Las Palmas,27.995,-15.615833333333333,2017-04-27,2025-06-11,5
C619I,Las Palmas,28.000833333333333,-15.81388888888889,2016-01-01,2016-09-15,2
C619X,Las Palmas,28.101111111111116,-15.712777777777776,2016-01-01,2025-06-11,2
C619Y,Las Palmas,28.00111111111111,-15.8075,2016-01-01,2025-06-11,2
C623I,Las Palmas,27.92666666666667,-15.599722222222224,2016-01-01,2025-06-11,5
C625O,Las Palmas,27.856944444444444,-15.645,2016-01-01,2025-06-11,5
C628B,Las Palmas,27.90888888888889,-15.77,2016-01-01,2025-06-11,2
C629Q,Las Palmas,27.78,-15.71111111111111,2016-01-01,2025-06-11,2
C629X,Las Palmas,27.81638888888889,-15.764166666666666,2016-01-01,2025-06-11,2
C635B,Las Palmas,27.92,-15.574166666666668,2016-01-01,2025-06-11,5
C639M,Las Palmas,27.758055555555558,-15.575555555555557,2016-01-01,2024-12-31,2
C639U,Las Palmas,27.8125,-15.453055555555554,2016-01-01,2024-12-31,2
C648C,Las Palmas,27.9025,-15.453888888888889,2016-01-01,2024-12-31,2
C648N,Las Palmas,27.9875,-15.457777777777777,2016-01-01,2024-12-31,2
C649I,Las Palmas,27.91777777777778,-15.395277777777777,2016-01-01,2024-12-31,2
C649R,Las Palmas,27.986666666666668,-15.377777777777778,2016-01-01,2024-12-31,2
C656V,Las Palmas,28.075277777777774,-15.547222222222222,2016-01-01,2024-12-31,2
C658L,Las Palmas,28.075,-15.450833333333332,2016-01-01,2024-12-31,2
C658X,Las Palmas,28.078055555555554,-15.453333333333331,2016-01-01,2024-12-31,2
C659H,Las Palmas,28.08972222222222,-15.416111111111112,2016-01-01,2024-12-31,2
C659M,Las Palmas,28.11305555555556,-15.421388888888888,2016-01-01,2024-12-31,2
C665T,Las Palmas,28.065555555555555,-15.565555555555555,2016-01-01,2024-12-31,2
C668V,Las Palmas,28.094444444444445,-15.675,2016-01-01,2024-12-31,2
C669B,Las Palmas,28.141666666666666,-15.506666666666666,2017-01-01,2024-12-31,2
C689E,Las Palmas,27.735833333333336,-15.595833333333331,2017-01-01,2024-12-31,2
C839X,Las Palmas,29.22972222222222,-13.510277777777778,2016-01-01,2024-12-31,2
C916Q,Santa Cruz De Tenerife,27.718888888888888,-17.978055555555553,2016-01-01,2024-12-31,2
C917E,Santa Cruz De Tenerife,27.725277777777777,-18.115,2016-01-01,2024-12-31,2
C919K,Santa Cruz De Tenerife,27.665277777777774,-18.01861111111111,2016-01-01,2024-12-31,2
C925F,Santa Cruz De Tenerife,27.76888888888889,-17.960277777777776,2016-01-01,2024-12-31,2
C928I,Santa Cruz De Tenerife,27.81083333333333,-17.919444444444444,2020-06-19,2024-12-31,2
C929I,Santa Cruz De Tenerife,27.81888888888889,-17.88888888888889,2016-01-01,2024-12-31,2
C939T,Santa Cruz De Tenerife,27.75638888888889,-18.1075,2016-01-01,2024-12-31,2
