indicativo,provincia,latitud_dd,longitud_dd,start_date,end_date,cluster
3423I,Cáceres,40.153888888888886,-5.373333333333333,2016-01-01,2025-06-11,3
3427Y,Toledo,39.99333333333333,-5.114444444444444,2016-01-03,2025-06-11,4
3434X,Cáceres,39.94583333333333,-5.5825,2016-01-01,2024-12-31,4
3436D,Cáceres,40.11111111111112,-5.784722222222222,2016-01-01,2025-06-11,3
3448X,Cáceres,39.82083333333334,-6.1275,2016-01-01,2024-12-31,4
3455X,Cáceres,39.67,-5.808333333333334,2016-01-01,2024-07-01,4
3463X,Cáceres,39.4825,-5.854166666666666,2016-01-01,2019-09-30,4
3463Y,Cáceres,39.46416666666667,-5.874166666666667,2019-10-01,2024-12-31,4
3469A,Cáceres,39.47138888888889,-6.338888888888889,2016-01-01,2024-12-31,4
3475X,Cáceres,39.79055555555556,-6.376388888888888,2016-01-01,2024-12-31,4
3494U,Cáceres,40.40805555555556,-6.239722222222222,2016-01-01,2024-12-31,3
3503,Cáceres,40.18944444444444,-6.1675,2016-01-01,2024-12-31,4
3504X,Cáceres,40.265,-5.861111111111111,2016-01-01,2024-12-31,3
3512X,Cáceres,40.08083333333334,-6.338888888888889,2016-01-01,2024-12-31,4
3514B,Cáceres,40.25861111111111,-5.678333333333334,2016-01-01,2024-12-31,3
3516X,Cáceres,40.12083333333334,-5.8325,2016-01-01,2024-12-31,3
3519X,Cáceres,40.043055555555554,-6.085833333333333,2016-01-01,2024-12-31,4
3526X,Cáceres,40.00361111111111,-6.5575,2016-01-01,2024-12-31,4
3531X,Cáceres,40.255,-6.411666666666667,2016-01-01,2024-12-31,3
3536X,Cáceres,40.17472222222222,-6.724444444444445,2016-01-01,2024-12-31,3
3540X,Cáceres,39.87138888888889,-6.859999999999999,2016-01-01,2024-12-31,4
3547X,Cáceres,40.20722222222223,-6.896111111111111,2016-01-01,2024-12-31,3
3562X,Cáceres,39.4275,-6.7363888888888885,2016-01-01,2024-12-31,4
3565X,Cáceres,39.61805555555556,-6.745,2016-01-01,2024-12-31,4
3576X,Cáceres,39.414722222222224,-7.231111111111111,2016-01-01,2024-12-31,4
4007Y,Albacete,38.965833333333336,-2.745,2016-01-01,2024-12-31,4
4051Y,Cuenca,40.06111111111111,-2.8069444444444445,2016-01-01,2024-12-31,4
4061X,Toledo,39.59722222222222,-3.0483333333333333,2016-01-01,2024-12-31,4
4064Y,Ciudad Real,39.39083333333333,-3.2158333333333333,2016-01-01,2024-12-31,4
4067,Toledo,39.49194444444444,-3.5283333333333333,2016-01-01,2024-12-31,4
4070Y,Cuenca,40.01888888888889,-2.395277777777778,2016-01-01,2024-12-31,4
4075Y,Cuenca,39.84027777777778,-2.5033333333333334,2016-01-01,2024-12-31,4
4089A,Cuenca,39.51694444444444,-2.4958333333333336,2016-01-01,2024-12-31,4
4090Y,Cuenca,39.41666666666666,-2.420555555555556,2016-01-19,2024-12-31,4
4091Y,Albacete,39.261944444444445,-2.5925,2017-01-01,2024-12-31,4
4093Y,Cuenca,39.65611111111111,-2.76,2016-07-02,2024-12-31,4
4095Y,Cuenca,39.555277777777775,-2.705555555555556,2017-01-01,2025-06-11,4
4096Y,Albacete,39.016666666666666,-2.488888888888889,2016-07-02,2025-06-11,4
4103X,Ciudad Real,39.16916666666666,-3.0075,2016-01-15,2025-06-11,4
4116I,Ciudad Real,38.950833333333335,-3.741944444444445,2016-01-01,2025-06-11,4
4121,Ciudad Real,38.98916666666667,-3.9202777777777778,2016-01-01,2025-06-11,4
4138Y,Ciudad Real,38.7375,-3.0044444444444443,2016-01-01,2025-06-11,4
4147X,Ciudad Real,38.75055555555556,-3.391388888888889,2016-01-01,2025-06-11,4
4148,Ciudad Real,38.51805555555556,-3.5666666666666664,2016-01-01,2025-06-11,4
4193Y,Ciudad Real,39.21694444444445,-4.282777777777778,2016-01-01,2025-06-11,4
4195E,Ciudad Real,39.32083333333334,-4.3950000000000005,2023-07-03,2025-06-11,4
4210Y,Ciudad Real,38.89805555555556,-4.291944444444444,2016-01-01,2025-06-11,4
4220X,Ciudad Real,39.08361111111111,-4.621944444444445,2016-01-01,2024-08-04,4
4236Y,Cáceres,39.45055555555556,-5.026388888888889,2016-01-01,2025-06-11,4
4244X,Badajoz,39.16944444444445,-5.062222222222222,2016-01-01,2024-12-31,4
4245X,Cáceres,39.45527777777778,-5.333333333333333,2016-01-01,2024-12-31,3
4260,Badajoz,38.47972222222222,-5.5775,2016-01-01,2024-12-31,4
4263X,Córdoba,38.409444444444446,-5.350555555555555,2016-01-01,2024-12-31,4
4267X,Córdoba,38.498333333333335,-5.121388888888888,2016-01-01,2024-12-31,4
4300Y,Ciudad Real,38.775277777777774,-4.845277777777778,2016-01-01,2024-12-31,4
4325Y,Badajoz,38.74194444444444,-5.529166666666667,2022-01-01,2024-12-31,4
4339X,Cáceres,39.314166666666665,-5.368888888888889,2016-01-01,2024-12-31,4
4340,Badajoz,39.10333333333333,-5.461388888888889,2016-01-01,2024-12-31,4
4347X,Cáceres,39.282777777777774,-5.710277777777778,2016-01-01,2024-12-31,4
4358X,Badajoz,38.95555555555556,-5.880555555555556,2016-01-01,2024-12-31,4
4362X,Badajoz,38.57638888888889,-5.845833333333333,2022-09-30,2024-12-31,4
4386B,Badajoz,38.23166666666667,-6.016944444444444,2016-01-01,2024-12-31,4
4395X,Badajoz,38.55166666666666,-6.306666666666667,2016-01-01,2024-12-31,4
4410X,Badajoz,38.91583333333333,-6.385555555555556,2016-01-01,2024-12-31,4
4411C,Cáceres,39.1975,-6.231111111111111,2016-01-01,2024-12-31,4
4427X,Badajoz,38.42583333333333,-6.4366666666666665,2016-01-01,2024-12-31,4
4436Y,Badajoz,38.68888888888888,-6.361111111111111,2016-01-01,2024-12-31,4
4452,Badajoz,38.88333333333333,-6.813888888888889,2016-01-01,2024-12-31,4
4464X,Badajoz,39.18194444444444,-6.995277777777778,2016-01-01,2024-12-31,1
4468X,Badajoz,39.17666666666666,-6.600833333333333,2016-01-01,2024-12-31,1
4478X,Badajoz,38.88611111111111,-7.009444444444444,2016-01-01,2024-12-31,4
4486X,Badajoz,38.6975,-7.084444444444444,2017-01-01,2023-12-31,4
4489X,Badajoz,38.484722222222224,-7.281944444444444,2016-01-01,2024-12-31,1
4492F,Badajoz,38.47277777777778,-6.923333333333334,2016-06-08,2023-12-31,1
4497X,Badajoz,38.37222222222222,-7.158055555555556,2016-01-01,2023-12-31,1
4499X,Badajoz,38.081388888888895,-6.271944444444444,2016-01-01,2023-12-31,4
4501X,Badajoz,38.20861111111111,-6.311388888888889,2016-01-01,2023-12-31,4
4511C,Badajoz,38.29861111111111,-6.765,2016-01-01,2023-12-31,4
4520X,Badajoz,38.17833333333333,-6.661666666666667,2016-01-01,2023-12-31,1
4527X,Huelva,37.98027777777778,-6.975833333333333,2016-01-01,2023-12-31,1
4541X,Huelva,37.55361111111111,-7.52,2016-01-01,2024-07-01,1
4549Y,Huelva,37.19472222222222,-7.395,2016-01-01,2023-12-31,1
4554X,Huelva,37.21833333333333,-7.083611111111111,2016-01-01,2024-07-01,1
4560Y,Huelva,37.86861111111112,-6.675000000000001,2016-01-01,2023-12-31,1
4575X,Huelva,37.57527777777778,-6.767777777777778,2016-01-01,2023-12-31,1
4584X,Huelva,37.73166666666667,-6.942222222222222,2016-01-01,2023-12-31,1
4589X,Huelva,37.59777777777778,-7.1194444444444445,2016-01-01,2024-12-31,1
4608X,Huelva,37.67722222222222,-6.630000000000001,2016-01-01,2024-12-31,1
4622X,Huelva,37.450833333333335,-6.636666666666666,2016-01-01,2024-12-31,1
4642E,Huelva,37.27833333333333,-6.911666666666667,2016-01-01,2024-12-31,1
5000C,Ceuta,35.88861111111111,-5.3469444444444445,2016-01-01,2024-12-31,1
5038X,Jaén,37.91583333333333,-3.003888888888889,2016-01-01,2018-10-02,4
5038Y,Jaén,37.91583333333333,-3.003888888888889,2016-01-01,2025-06-11,4
5047E,Granada,37.505833333333335,-2.735,2016-01-01,2025-06-11,4
5051X,Granada,37.86138888888889,-2.6527777777777777,2016-01-01,2025-06-11,4
5060X,Almería,37.86083333333333,-2.228055555555556,2016-01-01,2025-06-11,4
5103E,Granada,37.15833333333333,-3.2569444444444446,2023-10-16,2025-06-11,3
5103F,Granada,37.19111111111111,-3.253888888888889,2023-07-05,2025-06-11,4
5107D,Granada,37.18,-2.986388888888889,2018-01-01,2025-06-11,4
5164B,Jaén,37.99666666666667,-3.4619444444444447,2016-01-01,2025-06-11,4
5165X,Jaén,37.78083333333333,-3.563611111111111,2016-07-02,2025-06-11,4
5181D,Jaén,38.31472222222222,-2.8897222222222223,2016-01-01,2025-05-16,4
5192,Jaén,38.48916666666667,-2.6375,2016-01-01,2025-06-01,4
5210X,Jaén,38.175,-2.998055555555556,2016-01-01,2025-06-11,4
5246,Jaén,38.34444444444445,-3.535277777777777,2016-01-01,2025-06-03,4
5270B,Jaén,37.7775,-3.8091666666666666,2016-01-01,2024-12-31,4
5279X,Jaén,38.15111111111111,-3.6294444444444447,2016-01-01,2024-12-31,4
5281X,Jaén,38.09305555555556,-3.7825,2019-01-01,2024-12-31,4
5298X,Jaén,38.02305555555555,-4.0633333333333335,2016-01-01,2024-12-31,4
5304Y,Ciudad Real,38.66888888888889,-4.059166666666666,2019-01-01,2024-12-31,4
5341C,Ciudad Real,38.428888888888885,-4.301666666666667,2018-07-03,2024-12-31,4
5346X,Córdoba,38.18666666666666,-4.2725,2016-07-02,2024-12-31,4
5361X,Córdoba,38.013333333333335,-4.330277777777778,2016-01-01,2024-12-31,4
5390Y,Córdoba,38.33305555555556,-4.608888888888888,2016-01-01,2024-12-31,4
5394X,Córdoba,38.020833333333336,-4.796666666666667,2016-01-01,2024-12-31,4
5402,Córdoba,37.848888888888894,-4.846666666666667,2016-01-01,2024-12-31,4
5406X,Jaén,37.4975,-3.9080555555555554,2016-01-01,2024-12-31,4
5412X,Córdoba,37.484722222222224,-4.207777777777778,2016-01-01,2024-12-31,4
5427X,Córdoba,37.55611111111111,-4.353888888888888,2016-01-01,2024-07-01,4
5429X,Córdoba,37.81027777777778,-4.462222222222223,2016-01-01,2024-12-31,4
5459X,Córdoba,38.11111111111112,-4.928611111111112,2016-01-01,2024-12-31,4
5470,Córdoba,37.75305555555556,-5.100555555555555,2016-01-01,2024-12-31,4
5473X,Badajoz,38.26777777777777,-5.686111111111112,2016-01-01,2024-12-31,4
5511,Granada,37.06444444444444,-3.3713888888888888,2023-10-16,2024-12-31,3
5514,Granada,37.13722222222222,-3.631388888888889,2016-01-01,2024-12-31,4
5514Z,Granada,37.13611111111111,-3.633333333333333,2019-10-10,2024-12-20,4
5515D,Granada,37.23694444444445,-3.5505555555555555,2016-01-21,2024-12-31,4
5515X,Granada,37.189722222222215,-3.595555555555556,2016-01-01,2024-12-31,4
5516D,Granada,37.06305555555555,-3.3869444444444445,2022-01-01,2024-12-31,3
5530E,Granada,37.19027777777777,-3.789722222222222,2016-01-01,2024-12-31,4
5582A,Granada,37.16111111111111,-4.152777777777779,2016-01-01,2024-12-31,4
5598X,Córdoba,37.23083333333334,-4.547777777777777,2016-01-01,2024-12-31,4
5612B,Sevilla,37.19444444444444,-4.77,2016-01-01,2025-06-11,4
5612X,Sevilla,37.27027777777778,-4.826944444444444,2016-01-01,2025-06-11,4
5624X,Córdoba,37.48194444444445,-4.685833333333334,2016-01-01,2025-06-11,4
5625X,Córdoba,37.63861111111111,-4.763888888888889,2016-01-01,2025-06-11,4
5641X,Sevilla,37.51611111111111,-5.085,2016-01-01,2025-06-11,4
5654X,Sevilla,37.78666666666666,-5.371111111111111,2016-01-01,2025-06-11,1
5656,Sevilla,37.49722222222222,-5.433055555555556,2016-01-01,2025-06-11,4
5702X,Sevilla,37.56555555555556,-5.740555555555556,2016-01-01,2025-06-11,1
5704B,Sevilla,37.92638888888889,-5.769722222222222,2016-01-01,2025-06-11,1
5726X,Sevilla,38.09944444444445,-5.819166666666667,2016-01-01,2025-06-11,4
5733X,Sevilla,37.79111111111111,-6.075,2016-01-01,2025-06-11,1
5769X,Huelva,37.97361111111111,-6.322222222222222,2016-01-01,2025-06-11,4
5783,Sevilla,37.41666666666666,-5.879166666666667,2016-01-01,2024-12-31,1
5788X,Sevilla,37.361666666666665,-6.059722222222222,2019-02-01,2025-06-11,1
5790Y,Sevilla,37.36416666666667,-6.005833333333333,2016-01-01,2024-12-31,1
5796,Sevilla,37.16444444444444,-5.6113888888888885,2016-01-01,2025-06-11,1
5835X,Sevilla,37.36,-6.3341666666666665,2016-01-01,2025-06-11,1
5858X,Huelva,36.98861111111111,-6.443055555555556,2016-01-01,2025-06-11,1
5860E,Huelva,37.09805555555556,-6.738055555555556,2016-01-01,2025-06-11,1
5891X,Sevilla,36.95333333333333,-5.846666666666667,2016-01-01,2024-12-31,1
5906X,Cádiz,36.75,-6.400555555555556,2016-01-01,2024-12-31,1
5910,Cádiz,36.638888888888886,-6.3325,2016-01-01,2024-07-01,1
5911A,Cádiz,36.76055555555556,-5.3741666666666665,2016-01-01,2023-12-31,3
5919X,Cádiz,36.931666666666665,-5.259444444444444,2016-01-01,2023-12-31,4
5941X,Cádiz,36.72944444444445,-5.512222222222222,2016-01-01,2023-12-31,1
5950X,Cádiz,36.66388888888888,-5.783333333333333,2016-01-01,2023-12-31,1
5960,Cádiz,36.75055555555556,-6.055833333333333,2016-01-01,2023-12-31,1
5972X,Cádiz,36.46555555555556,-6.205555555555556,2016-01-01,2023-07-02,1
5973,Cádiz,36.49972222222223,-6.257777777777778,2016-01-01,2024-12-31,1
5983X,Cádiz,36.40611111111111,-5.920277777777778,2016-01-01,2023-12-31,1
5995B,Cádiz,36.24555555555556,-5.965,2016-01-01,2024-12-31,1
5996B,Cádiz,36.18472222222222,-5.9094444444444445,2016-01-01,2024-12-31,1
5998X,Sevilla,37.24333333333333,-5.1125,2016-01-01,2024-12-31,4
6000A,Melilla,35.27638888888889,-2.956388888888889,2016-01-01,2024-12-31,1
6001,Cádiz,36.013888888888886,-5.598888888888888,2016-01-09,2024-12-31,1
6032B,Málaga,36.74972222222223,-5.168333333333334,2016-01-20,2016-01-20,1
6032X,Málaga,36.75,-5.168611111111112,2016-01-01,2025-06-11,4
6040X,Málaga,36.54444444444445,-5.386388888888889,2016-01-01,2025-06-11,1
6042I,Cádiz,36.43555555555555,-5.3950000000000005,2016-07-02,2024-12-31,1
6045X,Málaga,36.6325,-5.203055555555555,2016-01-01,2023-12-31,1
6050X,Málaga,36.51861111111111,-5.318611111111111,2016-01-01,2025-06-11,1
6056X,Cádiz,36.27305555555555,-5.2844444444444445,2016-01-01,2025-06-11,1
6057X,Málaga,36.37833333333333,-5.26,2016-01-01,2023-12-31,1
6058I,Málaga,36.41694444444444,-5.155,2016-01-01,2024-12-31,1
6069X,Málaga,36.54361111111111,-5.024722222222223,2016-01-01,2023-12-31,1
6076X,Málaga,36.48444444444444,-4.953055555555555,2016-01-01,2024-12-31,1
6083X,Málaga,36.48333333333333,-4.740277777777778,2016-01-01,2024-12-31,1
6084X,Málaga,36.53861111111111,-4.618333333333334,2016-01-01,2024-12-31,1
6088X,Málaga,36.62055555555556,-4.515,2016-01-01,2024-12-31,1
6100B,Málaga,37.02388888888889,-4.5625,2016-01-01,2024-12-31,4
6106X,Málaga,37.02944444444445,-4.748333333333333,2016-01-01,2024-12-31,4
6127X,Málaga,36.85472222222222,-4.696666666666667,2016-01-01,2024-12-31,1
6143X,Málaga,36.657777777777774,-4.760833333333333,2016-01-01,2024-12-31,1
6155A,Málaga,36.66611111111111,-4.482222222222222,2016-01-01,2024-07-01,1
6156X,Málaga,36.717777777777776,-4.4816666666666665,2016-01-01,2024-12-31,1
6172O,Málaga,36.71666666666667,-4.419722222222222,2016-01-01,2016-01-31,1
6172X,Málaga,36.71666666666667,-4.419722222222222,2016-01-01,2023-12-31,1
6175X,Málaga,36.715,-4.286111111111111,2016-01-01,2023-12-31,1
6199X,Málaga,36.76861111111111,-4.093611111111111,2023-01-01,2024-12-31,1
6201X,Málaga,36.755833333333335,-4.043888888888889,2016-01-01,2025-06-11,1
6205X,Málaga,36.72638888888889,-3.957222222222222,2016-01-01,2024-12-31,1
6213X,Málaga,36.76277777777778,-3.845277777777778,2017-01-01,2024-12-31,1
6248D,Granada,36.95222222222223,-3.430277777777777,2023-10-16,2024-12-31,5
6258X,Granada,36.92305555555555,-3.4925,2016-01-01,2024-12-31,1
6267X,Granada,36.748333333333335,-3.578611111111111,2017-01-01,2024-12-31,1
6268X,Granada,36.72277777777778,-3.5302777777777776,2016-07-20,2016-12-13,0
6268Y,Granada,36.723888888888894,-3.529166666666667,2016-01-01,2024-12-31,1
6272X,Granada,36.73416666666667,-3.38,2016-01-01,2024-12-31,1
6277B,Almería,36.74722222222222,-3.020555555555556,2016-01-01,2024-12-31,1
6281X,Granada,37.00527777777778,-3.071388888888889,2016-01-01,2024-12-31,4
6291B,Almería,36.77472222222222,-2.813055555555555,2016-01-01,2024-12-31,1
6293X,Almería,36.68694444444444,-2.7016666666666667,2016-01-01,2024-12-31,1
6299I,Granada,37.09583333333334,-2.9644444444444447,2023-10-16,2024-12-26,3
6302A,Almería,37.14138888888889,-2.78,2016-01-01,2024-12-31,4
6307C,Almería,37.05305555555555,-2.897222222222222,2023-07-05,2024-12-31,4
6307X,Almería,37.03333333333333,-2.9125,2016-01-01,2024-12-31,4
6312E,Almería,37.020833333333336,-2.677222222222222,2023-07-05,2024-12-31,4
6325O,Almería,36.84638888888889,-2.3569444444444447,2016-01-01,2024-12-31,1
6329X,Almería,36.721944444444446,-2.1930555555555555,2016-01-01,2024-12-31,1
6332X,Almería,36.98027777777778,-1.903611111111111,2017-01-01,2021-07-27,1
6332Y,Almería,36.94222222222222,-1.9069444444444443,2021-07-01,2024-12-31,1
6335O,Almería,37.11,-2.6991666666666667,2023-07-05,2024-12-31,4
6340X,Almería,37.178888888888885,-1.8166666666666669,2016-01-01,2024-12-31,1
6364X,Almería,37.406666666666666,-2.151388888888889,2016-01-01,2024-12-31,4
6367B,Almería,37.39055555555556,-1.9436111111111112,2016-01-01,2024-12-31,4
6375X,Málaga,37.13222222222223,-4.741944444444444,2016-01-01,2024-12-31,4
6381,Almería,35.93833333333333,-3.036111111111111,2016-01-01,2016-06-11,2
7002Y,Murcia,37.41722222222222,-1.5869444444444445,2016-01-01,2024-12-31,1
7007Y,Murcia,37.58805555555556,-1.2305555555555556,2019-01-01,2024-12-31,1
7012C,Murcia,37.60111111111111,-0.9877777777777778,2016-01-01,2024-12-31,1
7012D,Murcia,37.60444444444445,-1.0233333333333332,2016-02-22,2024-12-31,1
7019X,Murcia,37.63583333333333,-0.7155555555555555,2022-02-24,2024-12-31,1
7020C,Murcia,37.8075,-1.1280555555555556,2019-01-01,2024-12-31,1
7023X,Murcia,37.72638888888889,-1.1672222222222224,2019-01-01,2024-12-31,1
7026X,Murcia,37.73888888888889,-0.9675,2017-01-01,2024-12-31,1
7031,Murcia,37.78888888888888,-0.8033333333333333,2019-01-01,2024-12-31,1
7031X,Murcia,37.77833333333333,-0.8058333333333334,2019-01-01,2024-12-31,1
7066Y,Albacete,38.39333333333333,-2.218888888888889,2019-01-01,2024-12-31,4
7067Y,Albacete,38.08833333333334,-2.4130555555555557,2019-01-01,2024-12-31,4
7072Y,Albacete,38.295,-2.2938888888888886,2016-07-02,2024-12-31,4
7080X,Murcia,38.26833333333333,-1.986388888888889,2016-01-01,2024-12-31,4
7096B,Albacete,38.54194444444444,-1.7030555555555555,2016-01-01,2024-12-31,4
7103Y,Albacete,38.58805555555556,-1.6894444444444443,2016-01-01,2024-12-31,4
7119B,Murcia,38.10305555555556,-1.8772222222222223,2016-01-01,2024-12-31,4
7121A,Murcia,38.23416666666667,-1.702222222222222,2016-01-01,2024-12-31,4
7127X,Murcia,38.049166666666665,-1.695277777777778,2016-01-01,2024-12-31,4
7138B,Murcia,38.45888888888889,-1.3352777777777778,2016-01-01,2024-12-31,4
7145D,Murcia,38.23277777777778,-1.3805555555555555,2016-01-01,2024-12-31,1
7158X,Murcia,38.12805555555556,-1.3058333333333334,2016-01-01,2024-12-31,1
7172X,Murcia,38.04138888888889,-1.4491666666666667,2016-01-01,2024-12-31,1
7178I,Murcia,38.00194444444445,-1.1708333333333334,2016-01-01,2024-12-31,1
7195X,Murcia,37.92611111111111,-2.058333333333333,2016-01-01,2024-12-31,4
7203A,Murcia,37.844722222222224,-1.8697222222222225,2016-01-01,2024-12-31,4
7209,Murcia,37.65472222222222,-1.6872222222222222,2016-01-01,2024-12-31,1
7211B,Murcia,37.56805555555556,-1.797222222222222,2016-01-01,2024-12-31,4
7218Y,Murcia,37.75861111111111,-1.5127777777777778,2019-04-24,2024-12-31,1
7227X,Murcia,37.861666666666665,-1.334722222222222,2016-01-01,2024-12-31,1
7228,Murcia,37.95777777777778,-1.228611111111111,2016-01-01,2024-12-31,1
7237E,Murcia,38.138888888888886,-1.158611111111111,2016-01-01,2024-12-31,1
7244X,Alacant/Alicante,38.06777777777778,-0.9813888888888888,2016-01-01,2024-12-31,1
7247X,Alacant/Alicante,38.39972222222222,-1.0380555555555555,2016-01-01,2024-12-31,4
7250C,Murcia,38.19444444444444,-1.033888888888889,2016-01-01,2024-12-31,1
7261X,Alacant/Alicante,38.08805555555556,-0.7152777777777777,2016-01-01,2024-12-31,1
7275C,Murcia,38.60166666666667,-1.159722222222222,2016-01-01,2023-12-31,4
8005X,València/Valencia,38.78,-0.7958333333333333,2017-06-01,2024-07-01,4
8008Y,Alacant/Alicante,38.57694444444445,-0.8655555555555555,2016-01-01,2023-12-31,4
8013X,Alacant/Alicante,38.38555555555556,-0.7577777777777778,2016-01-01,2023-12-31,1
8018X,Alacant/Alicante,38.2875,-0.6805555555555555,2016-01-01,2023-12-31,1
8019,Alacant/Alicante,38.282777777777774,-0.5708333333333333,2016-01-01,2022-12-31,1
8025,Alacant/Alicante,38.3725,-0.4941666666666666,2016-01-01,2023-07-02,1
8036Y,Alacant/Alicante,38.54361111111111,-0.1377777777777777,2016-01-01,2022-12-31,1
8050X,Alacant/Alicante,38.78416666666666,0.1666666666666666,2016-01-01,2024-12-31,1
8057C,Alacant/Alicante,38.84666666666667,-0.1183333333333333,2016-01-01,2024-12-31,1
8058X,València/Valencia,38.928888888888885,-0.0958333333333333,2016-01-01,2022-06-05,1
8058Y,València/Valencia,38.95027777777778,-0.1377777777777777,2016-01-01,2024-12-31,1
8059C,Alacant/Alicante,38.71083333333333,-0.46,2016-01-01,2024-07-01,4
8072Y,València/Valencia,39.01694444444444,-0.3047222222222222,2016-01-01,2024-12-31,0
8084Y,Cuenca,40.2225,-1.9258333333333333,2016-01-01,2024-12-31,4
8096,Cuenca,40.06722222222223,-2.1319444444444446,2016-01-01,2024-12-31,4
8155Y,Cuenca,39.555277777777775,-1.9152777777777776,2016-01-01,2024-12-31,4
8175,Albacete,38.95416666666667,-1.856388888888889,2016-01-01,2024-12-31,4
8177A,Albacete,38.9375,-1.6588888888888889,2016-01-01,2024-12-31,4
8178D,Albacete,39.00555555555555,-1.8622222222222224,2016-01-01,2023-12-31,4
8193E,València/Valencia,39.208333333333336,-1.0944444444444443,2016-01-01,2024-07-01,4
8198Y,Albacete,38.85055555555556,-1.0630555555555556,2016-01-01,2023-12-31,4
8203O,València/Valencia,39.08277777777778,-1.100833333333333,2016-01-11,2023-12-31,4
8210Y,Cuenca,40.10305555555556,-1.503611111111111,2016-01-01,2024-07-01,4
8245Y,Cuenca,39.714444444444446,-1.4425,2016-01-01,2024-10-29,4
8270X,València/Valencia,39.13361111111111,-0.79,2016-01-01,2024-12-31,1
8283X,València/Valencia,38.82944444444445,-0.6077777777777778,2016-01-01,2023-12-31,1
8293X,València/Valencia,39.001666666666665,-0.5230555555555556,2016-01-01,2024-07-01,1
8300X,València/Valencia,39.11333333333334,-0.4458333333333333,2016-01-01,2024-07-01,1
8309X,València/Valencia,39.57555555555556,-1.2447222222222225,2016-01-01,2024-12-31,4
8325X,València/Valencia,39.18472222222222,-0.3719444444444444,2016-01-01,2024-07-01,1
8337X,València/Valencia,39.39222222222222,-0.6247222222222223,2016-01-01,2024-12-31,1
8354X,Teruel,40.41972222222222,-1.4413888888888888,2016-01-01,2024-07-01,4
8368U,Teruel,40.35083333333333,-1.1241666666666668,2016-01-01,2024-12-31,4
8376,Teruel,40.23611111111112,-1.4116666666666666,2016-01-01,2024-12-31,4
8381X,València/Valencia,40.06055555555555,-1.283611111111111,2016-01-01,2024-12-31,4
8395X,València/Valencia,39.75333333333333,-0.9936111111111112,2016-01-01,2024-12-31,4
8409X,València/Valencia,39.66388888888888,-0.653888888888889,2016-01-01,2024-12-31,1
8414A,València/Valencia,39.485,-0.4747222222222222,2016-01-01,2024-12-31,1
8416,València/Valencia,39.480555555555554,-0.3663888888888889,2016-01-01,2024-12-31,1
8416X,València/Valencia,39.47944444444445,-0.3372222222222222,2016-01-01,2024-12-31,1
8416Y,València/Valencia,39.480555555555554,-0.3663888888888889,2016-01-01,2024-12-31,1
8439X,Castelló/Castellón,39.79555555555555,-0.4852777777777778,2016-01-01,2024-12-31,1
8446Y,València/Valencia,39.700833333333335,-0.2588888888888889,2017-01-01,2024-12-31,1
8458X,Teruel,40.43055555555555,-0.8494444444444444,2017-01-01,2024-12-31,4
8472A,Castelló/Castellón,40.08777777777778,-0.5469444444444445,2017-01-01,2024-12-31,1
8486X,Teruel,40.3625,-0.4544444444444444,2017-01-01,2024-12-31,3
8489X,Castelló/Castellón,40.43333333333333,-0.2555555555555555,2016-01-01,2024-12-31,3
8492X,Castelló/Castellón,40.227222222222224,-0.1697222222222222,2017-01-01,2024-12-31,1
8500A,Castelló/Castellón,39.95722222222223,-0.0719444444444444,2016-01-01,2024-12-31,1
8501,Castelló/Castellón,39.98916666666667,-0.0322222222222222,2022-01-01,2024-12-31,1
8503Y,Castelló/Castellón,40.21138888888889,0.183611111111111,2016-01-01,2024-12-31,1
8520X,Castelló/Castellón,40.69361111111111,0.1652777777777777,2016-01-01,2024-12-31,3
8523X,Castelló/Castellón,40.55416666666667,0.4297222222222222,2016-01-01,2019-12-31,1
9001D,Cantabria,42.99194444444444,-4.160555555555556,2016-01-01,2024-12-31,0
9001S,Cantabria,43.03666666666666,-4.374444444444444,2016-01-01,2024-12-31,0
9012E,Burgos,42.95138888888889,-3.957222222222222,2016-01-01,2024-12-31,0
9016X,Cantabria,42.80972222222222,-4.032222222222222,2016-01-01,2024-12-31,1
9019B,Cantabria,42.80611111111111,-3.933888888888889,2016-01-01,2024-12-31,1
9027X,Burgos,42.746944444444445,-3.8844444444444446,2016-01-01,2023-05-13,0
9031C,Burgos,42.559444444444445,-3.3088888888888888,2016-01-01,2024-12-31,1
9051,Burgos,42.92,-3.4827777777777778,2016-01-01,2024-12-31,1
9060X,Araba/Álava,42.875277777777775,-3.231666666666667,2016-01-01,2024-12-31,0
9069C,Burgos,42.68722222222222,-2.960555555555556,2016-01-01,2024-12-31,1
9073X,Araba/Álava,42.82972222222222,-2.3597222222222225,2016-01-01,2024-12-31,0
9091O,Araba/Álava,42.88194444444444,-2.735,2016-01-01,2024-12-31,0
9091R,Araba/Álava,42.871944444444445,-2.7327777777777778,2016-01-01,2024-12-31,0
9111,Burgos,42.42111111111111,-3.1702777777777778,2016-01-01,2024-12-31,1
9115X,La Rioja,42.255,-2.968055555555556,2016-01-01,2024-07-01,0
9121X,La Rioja,42.57527777777778,-2.854722222222222,2016-01-01,2024-12-31,1
9122I,Araba/Álava,42.60388888888889,-2.7766666666666664,2016-01-01,2024-12-31,1
9136X,La Rioja,42.23083333333334,-2.871111111111111,2016-01-01,2024-12-31,0
9141V,La Rioja,42.41388888888888,-2.7266666666666666,2016-01-01,2024-12-31,1
