indicativo,altitud,tmed,latitud_dd,longitud_dd,cluster
5107D,1197,14.371980360082295,37.18,-2.986388888888889,4
5164B,771,17.51033852991253,37.99666666666667,-3.4619444444444447,4
5165X,910,16.029143422285777,37.78083333333333,-3.563611111111111,4
5181D,580,17.21869853987088,38.31472222222222,-2.8897222222222223,4
5192,862,16.01185397867104,38.48916666666667,-2.6375,4
5210X,680,17.048421183605832,38.175,-2.998055555555556,4
5246,770,16.91668981169265,38.34444444444445,-3.535277777777777,4
5270B,580,18.407808308156298,37.7775,-3.8091666666666666,4
5279X,515,18.698835732430144,38.15111111111111,-3.6294444444444447,4
5281X,345,19.305366710188324,38.09305555555556,-3.7825,0
5298X,202,18.334658688807878,38.02305555555555,-4.0633333333333335,0
5304Y,665,17.01771689497717,38.66888888888889,-4.059166666666666,4
5341C,710,16.25562414266118,38.428888888888885,-4.301666666666667,4
5346X,720,17.154103790945896,38.18666666666666,-4.2725,4
5361X,155,18.713903182365137,38.013333333333335,-4.330277777777778,0
5390Y,750,16.342532581895032,38.33305555555556,-4.608888888888888,4
5394X,525,17.170786131136285,38.020833333333336,-4.796666666666667,4
5402,90,19.382594417077176,37.848888888888894,-4.846666666666667,0
5406X,908,15.590075337778112,37.4975,-3.9080555555555554,4
5412X,550,17.21730543605788,37.484722222222224,-4.207777777777778,0
5427X,650,17.63803436516299,37.55611111111111,-4.353888888888888,4
5429X,275,18.612321295591336,37.81027777777778,-4.462222222222223,0
5459X,465,16.514561513437236,38.11111111111112,-4.928611111111112,0
5470,120,19.387296496887583,37.75305555555556,-5.100555555555555,0
5473X,581,16.858576642335766,38.26777777777777,-5.686111111111112,0
5511,3092,3.3709359605911327,37.06444444444444,-3.3713888888888888,5
5514,687,16.366289675300987,37.13722222222222,-3.631388888888889,4
5514Z,695,17.382875937295147,37.13611111111111,-3.633333333333333,4
5515D,1258,14.73598263408226,37.23694444444445,-3.5505555555555555,4
5515X,775,17.936459589680343,37.189722222222215,-3.595555555555556,4
5516D,2856,5.502474793767186,37.06305555555555,-3.3869444444444445,5
5530E,560,16.938693123503253,37.19027777777777,-3.789722222222222,4
5582A,760,18.143410760937808,37.16111111111111,-4.152777777777779,4
5598X,465,17.99101906158358,37.23083333333334,-4.547777777777777,0
5612B,410,17.42317955510598,37.19444444444444,-4.77,0
5612X,450,18.215696071674707,37.27027777777778,-4.826944444444444,0
5624X,309,18.102693056456847,37.48194444444445,-4.685833333333334,0
5625X,200,18.158170148968626,37.63861111111111,-4.763888888888889,0
5641X,130,19.25520855399637,37.51611111111111,-5.085,0
5654X,200,17.074720447284346,37.78666666666666,-5.371111111111111,0
5656,165,19.205891983735864,37.49722222222222,-5.433055555555556,0
5702X,50,19.22218177751722,37.56555555555556,-5.740555555555556,0
5704B,550,15.91870429950278,37.92638888888889,-5.769722222222222,0
5726X,720,16.53296053867428,38.09944444444445,-5.819166666666667,4
5733X,450,17.828763127187866,37.79111111111111,-6.075,0
5769X,618,16.480357723577235,37.97361111111111,-6.322222222222222,4
5783,34,19.768752132541017,37.41666666666666,-5.879166666666667,0
5788X,84,19.663015184381777,37.361666666666665,-6.059722222222222,0
5790Y,9,20.108785018270403,37.36416666666667,-6.005833333333333,0
5796,87,18.741750405186387,37.16444444444444,-5.6113888888888885,0
5835X,76,18.783350586611455,37.36,-6.3341666666666665,0
5858X,5,17.896377654931626,36.98861111111111,-6.443055555555556,0
5860E,41,17.738657549032446,37.09805555555556,-6.738055555555556,0
5891X,105,19.372470489038786,36.95333333333333,-5.846666666666667,0
5906X,10,18.559874608150473,36.75,-6.400555555555556,0
5910,21,19.001742160278745,36.638888888888886,-6.3325,0
5911A,913,15.551831107281345,36.76055555555556,-5.3741666666666665,3
5919X,530,18.20281717888101,36.931666666666665,-5.259444444444444,0
5941X,295,18.13716744913928,36.72944444444445,-5.512222222222222,0
5950X,105,19.313807708598052,36.66388888888888,-5.783333333333333,0
5960,27,18.589826642335765,36.75055555555556,-6.055833333333333,0
5972X,28,19.27786436394271,36.46555555555556,-6.205555555555556,0
5973,2,19.592748240813137,36.49972222222223,-6.257777777777778,0
5983X,70,18.554653828519026,36.40611111111111,-5.920277777777778,0
5995B,186,19.02782938587589,36.24555555555556,-5.965,0
5996B,4,19.08733804475854,36.18472222222222,-5.9094444444444445,0
5998X,255,20.029161747343565,37.24333333333333,-5.1125,0
6000A,52,19.905316653635655,35.27638888888889,-2.956388888888889,0
6001,32,18.24768712969535,36.013888888888886,-5.598888888888888,0
6032B,766,10.8,36.74972222222223,-5.168333333333334,0
6032X,760,16.794360049824146,36.75,-5.168611111111112,4
6040X,315,17.46008010826475,36.54444444444445,-5.386388888888889,0
6042I,42,17.945466048080977,36.43555555555555,-5.3950000000000005,0
6045X,676,18.09245893479343,36.6325,-5.203055555555555,0
6050X,594,16.529603137978775,36.51861111111111,-5.318611111111111,0
6056X,1,18.665099557522122,36.27305555555555,-5.2844444444444445,0
6057X,140,19.22344460900821,36.37833333333333,-5.26,0
6058I,19,19.757086567143862,36.41694444444444,-5.155,0
6069X,392,18.18559921246013,36.54361111111111,-5.024722222222223,0
6076X,2,18.89143173748112,36.48444444444444,-4.953055555555555,0
6083X,2,19.24425205949767,36.48333333333333,-4.740277777777778,0
6084X,8,19.80651491106262,36.53861111111111,-4.618333333333334,0
6088X,85,19.57373349660333,36.62055555555556,-4.515,0
6100B,515,18.78977493757821,37.02388888888889,-4.5625,0
6106X,408,18.16387927627077,37.02944444444445,-4.748333333333333,0
6127X,172,19.153604234153512,36.85472222222222,-4.696666666666667,0
6143X,230,19.933006386861315,36.657777777777774,-4.760833333333333,0
6155A,7,19.24641119221411,36.66611111111111,-4.482222222222222,0
6156X,54,20.001536939388107,36.717777777777776,-4.4816666666666665,0
6172O,25,16.508,36.71666666666667,-4.419722222222222,0
6172X,25,19.816118714927523,36.71666666666667,-4.419722222222222,0
6175X,7,21.080645161290324,36.715,-4.286111111111111,0
6199X,41,21.487773722627736,36.76861111111111,-4.093611111111111,0
6201X,35,18.57559796405625,36.755833333333335,-4.043888888888889,0
6205X,3,19.770067558736034,36.72638888888889,-3.957222222222222,0
6213X,169,19.467363889963423,36.76277777777778,-3.845277777777778,0
6248D,1732,12.021444695259593,36.95222222222223,-3.430277777777777,4
6258X,708,15.886645897730785,36.92305555555555,-3.4925,4
6267X,20,18.434630739077253,36.748333333333335,-3.578611111111111,0
6268X,12,16.665817367437295,36.72277777777778,-3.5302777777777776,2
6268Y,3,19.76685187965262,36.723888888888894,-3.529166666666667,0
6272X,235,19.19167731102896,36.73416666666667,-3.38,0
6277B,8,19.707683680696107,36.74722222222222,-3.020555555555556,0
6281X,1020,17.462627527974735,37.00527777777778,-3.071388888888889,4
6291B,98,20.743158182813357,36.77472222222222,-2.813055555555555,0
6293X,3,19.07558509215851,36.68694444444444,-2.7016666666666667,0
6299I,2300,8.0948,37.09583333333334,-2.9644444444444447,5
6302A,869,17.388667959643815,37.14138888888889,-2.78,4
6307C,1713,14.863186813186813,37.05305555555555,-2.897222222222222,4
6307X,1510,14.275522917175905,37.03333333333333,-2.9125,4
6312E,601,20.229888268156426,37.020833333333336,-2.677222222222222,0
6325O,21,19.89947179288317,36.84638888888889,-2.3569444444444447,0
6329X,42,20.167330943914514,36.721944444444446,-2.1930555555555555,0
6332X,16,19.949957124406072,36.98027777777778,-1.903611111111111,0
6332Y,222,19.874360370858778,36.94222222222222,-1.9069444444444443,0
6335O,970,18.28150183150183,37.11,-2.6991666666666667,4
6340X,7,19.01329276856273,37.178888888888885,-1.8166666666666669,0
6364X,508,19.173601877199843,37.406666666666666,-2.151388888888889,0
6367B,300,18.536815796489787,37.39055555555556,-1.9436111111111112,0
6375X,420,17.44839161863551,37.13222222222223,-4.741944444444444,0
6381,15,16.859906934013356,35.93833333333333,-3.036111111111111,0
7002Y,32,19.956070287539937,37.41722222222222,-1.5869444444444445,0
7007Y,66,20.257393209200437,37.58805555555556,-1.2305555555555556,0
7012C,17,19.63268704379562,37.60111111111111,-0.9877777777777778,0
7012D,56,18.72385125532923,37.60444444444445,-1.0233333333333332,0
7019X,3,19.763387715930904,37.63583333333333,-0.7155555555555555,0
7020C,205,18.86303395399781,37.8075,-1.1280555555555556,0
7023X,140,19.402190580503834,37.72638888888889,-1.1672222222222224,0
7026X,50,18.920986049851095,37.73888888888889,-0.9675,0
7031,4,18.597426067907996,37.78888888888888,-0.8033333333333333,0
7031X,4,19.09066265060241,37.77833333333333,-0.8058333333333334,0
7066Y,680,17.21699889258029,38.39333333333333,-2.218888888888889,4
7067Y,1485,11.536448900388097,38.08833333333334,-2.4130555555555557,4
7072Y,960,16.097393483709272,38.295,-2.2938888888888886,4
7080X,955,15.404562043795622,38.26833333333333,-1.986388888888889,4
7096B,605,17.250717905405406,38.54194444444444,-1.7030555555555555,4
7103Y,615,17.369634703196347,38.58805555555556,-1.6894444444444443,4
7119B,643,16.629187001245732,38.10305555555556,-1.8772222222222223,4
7121A,350,18.206036848294787,38.23416666666667,-1.702222222222222,0
7127X,690,17.14491591709034,38.049166666666665,-1.695277777777778,4
7138B,485,16.885412592882282,38.45888888888889,-1.3352777777777778,0
7145D,265,18.784971194613725,38.23277777777778,-1.3805555555555555,0
7158X,150,20.068635948905108,38.12805555555556,-1.3058333333333334,0
7172X,255,18.826359014470082,38.04138888888889,-1.4491666666666667,0
7178I,62,20.220802919708028,38.00194444444445,-1.1708333333333334,0
7195X,985,14.832158245201724,37.92611111111111,-2.058333333333333,4
7203A,646,17.164942980731418,37.844722222222224,-1.8697222222222225,0
7209,312,18.480646725512894,37.65472222222222,-1.6872222222222222,0
7211B,445,19.35288542544229,37.56805555555556,-1.797222222222222,0
7218Y,281,20.405474162128957,37.75861111111111,-1.5127777777777778,0
7227X,157,18.800049367234898,37.861666666666665,-1.334722222222222,0
7228,75,19.421289537712894,37.95777777777778,-1.228611111111111,0
7237E,170,19.142214236824096,38.138888888888886,-1.158611111111111,0
7244X,26,19.29972627737226,38.06777777777778,-0.9813888888888888,0
7247X,575,16.06641718190693,38.39972222222222,-1.0380555555555555,4
7250C,174,18.343655950752392,38.19444444444444,-1.033888888888889,0
7261X,31,19.22060178077986,38.08805555555556,-0.7152777777777777,0
7275C,640,16.112942357609878,38.60166666666667,-1.159722222222222,4
8005X,622,15.425696055684455,38.78,-0.7958333333333333,4
8008Y,486,15.57013725490196,38.57694444444445,-0.8655555555555555,0
8013X,233,19.25031554551967,38.38555555555556,-0.7577777777777778,0
8018X,110,19.185730565938055,38.2875,-0.6805555555555555,0
8019,43,19.23359309182814,38.282777777777774,-0.5708333333333333,0
8025,81,18.923831578947368,38.3725,-0.4941666666666666,0
8036Y,36,19.020777891504604,38.54361111111111,-0.1377777777777777,0
8050X,15,18.748768465686577,38.78416666666666,0.1666666666666666,0
8057C,60,19.902720880464692,38.84666666666667,-0.1183333333333333,0
8058X,5,17.68330760828821,38.928888888888885,-0.0958333333333333,0
8058Y,12,19.450243383024034,38.95027777777778,-0.1377777777777777,0
8059C,530,17.16429049073812,38.71083333333333,-0.46,0
8072Y,340,17.337658336186237,39.01694444444444,-0.3047222222222222,2
8084Y,1154,11.069515936703693,40.2225,-1.9258333333333333,4
8096,949,14.748357664233577,40.06722222222223,-2.1319444444444446,4
8155Y,830,14.540658449562114,39.555277777777775,-1.9152777777777776,4
8175,702,15.473448905109489,38.95416666666667,-1.856388888888889,4
8177A,880,14.58162393765573,38.9375,-1.6588888888888889,4
8178D,674,16.11854893908282,39.00555555555555,-1.8622222222222224,4
8193E,372,16.265519843594873,39.208333333333336,-1.0944444444444443,0
8198Y,710,15.05316173038162,38.85055555555556,-1.0630555555555556,4
8203O,855,15.161197437457465,39.08277777777778,-1.100833333333333,4
8210Y,1160,11.274943395526758,40.10305555555556,-1.503611111111111,4
8245Y,815,13.26236829374492,39.714444444444446,-1.4425,4
8270X,305,18.072940974605356,39.13361111111111,-0.79,0
8283X,350,17.760813453265545,38.82944444444445,-0.6077777777777778,0
8293X,88,19.124717218043745,39.001666666666665,-0.5230555555555556,0
8300X,25,18.65259677419355,39.11333333333334,-0.4458333333333333,0
8309X,758,14.777407152682255,39.57555555555556,-1.2447222222222225,4
8325X,12,17.85809239831388,39.18472222222222,-0.3719444444444444,0
8337X,186,17.65205338809035,39.39222222222222,-0.6247222222222223,0
8354X,1130,11.994924326319675,40.41972222222222,-1.4413888888888888,4
8368U,902,13.719160583941607,40.35083333333333,-1.1241666666666668,4
8376,1430,11.311720356408498,40.23611111111112,-1.4116666666666666,4
8381X,705,14.165208825847126,40.06055555555555,-1.283611111111111,4
8395X,515,16.544602032176122,39.75333333333333,-0.9936111111111112,0
8409X,198,17.932544031311156,39.66388888888888,-0.653888888888889,0
8414A,56,18.383659108678657,39.485,-0.4747222222222222,0
8416,11,19.207818608287724,39.480555555555554,-0.3663888888888889,0
8416X,6,18.431676730900893,39.47944444444445,-0.3372222222222222,0
8416Y,11,19.115459883943533,39.480555555555554,-0.3663888888888889,0
8439X,400,15.869443871103798,39.79555555555555,-0.4852777777777778,0
8446Y,24,18.239183021451392,39.700833333333335,-0.2588888888888889,0
8458X,1380,10.751411715128528,40.43055555555555,-0.8494444444444444,4
8472A,601,15.845207355242566,40.08777777777778,-0.5469444444444445,0
8486X,1515,10.929796397807362,40.3625,-0.4544444444444444,4
8489X,1130,12.220636966126657,40.43333333333333,-0.2555555555555555,4
8492X,420,16.3410780669145,40.227222222222224,-0.1697222222222222,0
8500A,43,18.705693430656932,39.95722222222223,-0.0719444444444444,0
8501,23,19.162120082924183,39.98916666666667,-0.0322222222222222,0
8503Y,35,18.43684764795408,40.21138888888889,0.183611111111111,0
8520X,1165,11.437800701672593,40.69361111111111,0.1652777777777777,4
8523X,111,17.646181556195966,40.55416666666667,0.4297222222222222,0
9001D,870,10.153464903585364,42.99194444444444,-4.160555555555556,3
9001S,1650,7.602329455128842,43.03666666666666,-4.374444444444444,5
9012E,915,10.64907343857241,42.95138888888889,-3.957222222222222,3
9016X,770,11.44085910652921,42.80972222222222,-4.032222222222222,3
9019B,720,12.022351108033241,42.80611111111111,-3.933888888888889,3
9027X,1017,10.345913925057308,42.746944444444445,-3.8844444444444446,3
9031C,730,12.182837696756055,42.559444444444445,-3.3088888888888888,4
9051,580,12.911092267343086,42.92,-3.4827777777777778,3
9060X,910,10.779822650902302,42.875277777777775,-3.231666666666667,3
9069C,460,13.950194426441998,42.68722222222222,-2.960555555555556,0
9073X,660,12.325787221033323,42.82972222222222,-2.3597222222222225,3
9091O,513,12.495840933965706,42.88194444444444,-2.735,3
9091R,513,12.59992396593674,42.871944444444445,-2.7327777777777778,3
9111,820,11.924508795256067,42.42111111111111,-3.1702777777777778,4
9115X,1630,7.879002493765586,42.255,-2.968055555555556,5
9121X,465,14.047512551346417,42.57527777777778,-2.854722222222222,0
9122I,612,13.446146830825354,42.60388888888889,-2.7766666666666664,3
9136X,1006,11.073083941605839,42.23083333333334,-2.871111111111111,3
9141V,500,13.945189238486092,42.41388888888888,-2.7266666666666666,0
9145X,575,13.105124378109453,42.56722222222223,-2.6327777777777777,3
9145Y,429,14.479534246575342,42.48277777777778,-2.6394444444444445,0
9170,353,14.785994525547446,42.45222222222223,-2.331111111111111,0
9171K,470,14.486861313868614,42.57027777777778,-2.1838888888888888,0
9178X,570,13.06781981085117,42.67055555555555,-2.3461111111111115,3
9188,855,12.33535175879397,42.14944444444444,-2.273333333333333,4
9195C,2276,4.278471556811787,42.793055555555554,-0.5052777777777778,5
9198X,1197,10.41313269493844,42.74944444444444,-0.5161111111111111,3
9201K,823,12.506812652068128,42.57888888888889,-0.5469444444444445,3
9201X,832,13.113972602739727,42.57972222222222,-0.545,3
9207,860,11.879146141215108,42.74055555555556,-0.7505555555555555,3
9208E,1025,12.679775538250114,42.70861111111111,-0.6727777777777777,3
9211F,722,13.637057356608478,42.51416666666667,-0.8172222222222222,3
9218A,838,11.531675824175824,42.8625,-0.9247222222222222,3
9228J,635,12.391570969223702,42.89611111111111,-1.300277777777778,2
9228T,947,10.250504124656278,43.007777777777775,-1.3255555555555556,2
9238X,612,12.414908675799088,42.7175,-1.1172222222222223,3
9244X,626,13.507209158415842,42.490833333333335,-1.2133333333333334,3
9245X,440,14.579368932038836,42.521388888888886,-1.3663888888888889,0
9252X,390,14.141015430562469,42.48916666666667,-1.6555555555555554,0
9257X,615,12.186914181375531,42.97055555555556,-1.5169444444444444,2
9262,450,14.475745595955347,42.81777777777778,-1.6383333333333332,3
9262P,585,13.060926234054353,42.70111111111111,-1.4955555555555555,3
9263D,459,14.204968701095462,42.776944444444446,-1.65,3
9263X,572,13.286690186016678,42.77611111111111,-1.5325,3
9274X,432,13.454199634814364,42.91888888888889,-1.835,2
9280B,375,14.257358402971215,42.54944444444444,-1.8575,0
9283X,268,14.149715909090908,42.206944444444446,-1.7113888888888888,0
9287A,1096,10.252748361069088,42.02638888888889,-2.230833333333333,4
9293X,371,15.735566642908054,42.17611111111111,-1.743888888888889,0
9294E,295,15.504707534834337,42.19861111111111,-1.475277777777778,0
9299X,475,14.647421832144817,41.915,-1.7233333333333334,0
9301X,410,14.630794205794205,41.95888888888889,-1.6905555555555556,0
9302Y,297,15.548791872597473,42.05555555555555,-1.6094444444444445,0
9321X,321,15.374031746031745,42.12111111111111,-1.1397222222222223,0
9336D,543,14.166464757709251,41.98416666666667,-0.9958333333333332,0
9344C,863,13.591158380317784,41.21638888888889,-2.293055555555556,4
9352A,1000,12.321016483516482,41.57472222222223,-2.140277777777778,4
9354X,703,14.040268790443006,41.293055555555554,-1.8952777777777776,4
9374X,1000,12.713977011494254,40.56666666666667,-1.3208333333333333,4
9377Y,1185,12.124222487424031,40.77861111111111,-1.5683333333333334,4
9381I,884,13.04904184591318,40.92611111111111,-1.2933333333333332,4
9390,774,13.756057494866528,41.114444444444445,-1.41,4
9394X,582,14.795498281786942,41.33111111111111,-1.6452777777777778,0
9427X,370,15.757647462277093,41.48111111111111,-1.3808333333333334,0
9434,249,16.85119780971937,41.660555555555554,-1.0041666666666669,0
9434P,258,16.851962809917357,41.62111111111111,-0.9347222222222222,0
9436X,1255,11.742299794661191,40.99527777777778,-1.0875,4
9445L,1800,8.37794520547945,42.7625,-0.3927777777777778,5
9451F,1850,8.672431077694236,42.70444444444445,-0.2752777777777778,5
9453X,1100,10.633707557502738,42.69916666666666,-0.3188888888888889,3
9460X,775,12.742915811088297,42.51277777777778,-0.3555555555555555,3
9491X,390,14.73944321940463,42.02944444444445,-0.5858333333333333,0
9495Y,405,15.271541095890411,41.79666666666667,-0.6172222222222222,0
9501X,535,14.910224089635856,41.44305555555555,-0.8858333333333333,0
9510X,205,16.530816746739877,41.42916666666667,-0.5038888888888889,0
9513X,800,13.724748858447489,41.03111111111111,-0.8055555555555556,4
9531Y,895,13.078082191780823,40.82861111111112,-0.7927777777777778,4
9546B,305,17.1265306122449,41.17194444444444,-0.4419444444444445,0
9550C,762,14.09870848708487,40.97444444444445,-0.4077777777777778,4
9561X,755,15.077534246575343,40.79833333333333,-0.3152777777777777,4
9562X,990,13.129585253456222,40.62166666666667,-0.1019444444444444,4
9563X,1220,11.823308619091751,40.49861111111111,-0.1866666666666666,4
9569A,466,16.111658986175115,40.946666666666665,-0.2377777777777777,0
9573X,334,14.982405956112853,41.05805555555556,-0.1416666666666666,0
9574B,215,17.6872591006424,41.2425,-0.0686111111111111,0
9576C,357,14.040690978886756,41.52194444444444,-0.1741666666666666,0
9585,1699,8.28766550522648,42.3325,1.9394444444444443,5
9590,1038,11.62886723507917,42.36222222222222,1.6933333333333334,3
9590D,1940,7.774281626325669,42.430277777777775,1.6674999999999998,5
9619,677,12.950788211103497,42.35472222222222,1.4627777777777775,3
9632X,1196,11.158853754940711,42.23027777777778,1.5694444444444444,3
9638D,609,13.577290519748628,42.15444444444445,1.3119444444444446,0
9647X,435,13.477454744925947,41.80583333333333,1.3955555555555554,0
9650X,400,14.494309190505174,41.88138888888889,1.1086111111111112,0
9657X,952,11.253437477219373,42.625,1.126111111111111,3
9660,1907,7.523000470803998,42.58083333333334,1.0075,5
9677,2410,6.499828245878555,42.41,1.2147222222222225,5
9689X,1273,10.975492880613363,42.46638888888889,0.9908333333333332,3
9698U,807,13.919564017660043,42.20472222222222,0.8647222222222222,3
9707,515,15.012584684084358,42.066944444444445,0.9072222222222224,0
9718X,463,15.214537755822159,41.68111111111111,1.2230555555555558,0
9720X,388,15.125309252486337,41.65055555555556,1.1494444444444445,0
9724X,520,14.695384345383864,41.873333333333335,0.7561111111111111,0
9726E,657,12.33105239073029,41.55722222222222,1.3094444444444444,3
9729X,252,16.189453717754173,41.61694444444444,0.8666666666666667,0
9744B,1089,11.298388998035364,42.50333333333333,0.7988888888888889,3
9751,760,13.81919413919414,42.31861111111112,0.7469444444444444,3
9756X,765,13.417911615174031,42.1125,0.48,3
9771C,186,16.399061400078217,41.62611111111112,0.5980555555555556,0
9772X,673,14.989256386861312,41.36611111111111,0.9136111111111112,3
9775X,392,15.773272311212814,41.41361111111111,0.6783333333333333,0
9776D,488,15.550124487601169,41.39333333333333,0.7341666666666666,0
9784P,992,12.015219092331769,42.63,0.2247222222222222,3
9808X,610,14.298331370239497,42.42166666666667,0.1380555555555555,3
9812M,1206,12.391522988505747,42.655277777777776,-0.0991666666666666,3
9814I,1905,7.7175612988734255,42.65611111111111,-0.1244444444444444,5
9814X,1076,13.8305589148005,42.6375,-0.1119444444444444,3
9838B,1120,10.846221613155834,42.59944444444445,0.5205555555555557,3
9839V,2374,4.967019867549669,42.555,0.5430555555555555,5
9843A,825,12.92736193518941,42.47694444444445,0.4341666666666667,3
9855E,600,13.606827073552427,42.20138888888889,0.4661111111111111,0
9866C,305,15.199432485322898,42.021388888888886,0.1405555555555555,0
9894Y,300,15.64938412408759,41.799166666666665,-0.1608333333333333,0
9898,546,14.871368421052631,42.08444444444444,-0.3255555555555555,0
9901X,463,15.52787408759124,42.138888888888886,-0.395,0
9908X,380,15.497503930817611,41.77388888888889,-0.3330555555555555,0
9911X,178,16.14002298850575,41.61944444444445,0.1877777777777777,0
9918Y,218,15.2813184079602,41.78083333333333,0.3769444444444444,0
9924X,170,17.10098630136986,41.52472222222222,0.3555555555555555,0
9935X,483,14.610950721752117,40.873333333333335,0.1463888888888889,0
9946X,495,15.912560492740871,40.95305555555556,0.3116666666666666,0
9947X,370,16.46002747252747,41.17722222222222,0.3533333333333333,0
9961X,363,16.942368708971554,41.24944444444444,0.7352777777777777,0
9975X,112,16.940693604622403,41.005,0.6136111111111111,0
9981A,50,18.9284435604177,40.82027777777778,0.4933333333333333,0
9987P,1,17.604570043032698,40.69916666666666,0.81,0
9988B,2467,3.541275545787889,42.69194444444444,0.9738888888888888,5
9990X,1161,10.667447363471629,42.70027777777778,0.8769444444444445,3
9994X,722,12.002283653846153,42.77611111111111,0.6897222222222222,3
9995Y,334,14.258026755852844,43.09111111111111,-1.3008333333333333,2
9998X,1006,12.098143015521064,40.921388888888885,-1.4944444444444445,4
B013X,490,15.000332778702163,39.82333333333334,2.8858333333333333,2
B051A,5,18.0067843866171,39.79555555555555,2.691388888888889,0
B087X,60,18.52568143100511,39.689166666666665,2.512777777777778,0
B103B,52,17.368972491909386,39.57944444444445,2.368888888888889,0
B158X,50,17.333312538989393,39.55138888888889,2.466388888888889,0
B228,3,19.209351432880844,39.55416666666667,2.625277777777778,0
B236C,95,17.111213235294116,39.64222222222222,2.6438888888888887,0
B248,1030,13.162852822580644,39.735,2.713055555555556,3
B275E,47,19.41672335600907,39.60583333333334,2.706666666666667,0
B278,5,17.306706281833616,39.56083333333333,2.736666666666667,0
B301,113,18.779371859296482,39.37972222222222,2.785,0
B334X,140,18.097615293653924,39.49555555555556,2.8916666666666666,0
B341X,149,18.687872665017462,39.50611111111111,3.0055555555555555,0
B346X,120,18.04210872334233,39.52166666666667,3.0191666666666666,0
B362X,40,17.175205479452053,39.40583333333333,3.0641666666666665,0
B373X,3,17.265503080082137,39.35111111111111,3.0119444444444445,0
B398A,165,18.181942789034565,39.13555555555556,2.936666666666667,0
B410B,45,18.272648941099256,39.34,3.145833333333333,0
B434X,17,18.8221116740457,39.41444444444444,3.2716666666666665,0
B496X,25,18.03065134099617,39.63027777777778,3.383611111111111,0
B526X,110,17.86508515815085,39.68861111111111,3.351111111111112,0
B569X,57,19.749075144508673,39.71666666666667,3.478055555555556,0
B603X,99,18.75661859403275,39.723055555555554,3.278611111111111,0
B605X,2,17.63663017982799,39.79666666666667,3.104722222222222,0
B614E,100,17.759840182648404,39.55694444444444,3.217777777777778,0
B640X,95,18.245543584720863,39.61638888888889,3.121111111111111,0
B644B,120,17.47214463840399,39.64333333333333,3.002222222222222,0
B656A,121,17.5831714527027,39.6525,2.8002777777777776,0
B662X,105,17.874064837905237,39.67805555555555,2.8738888888888887,0
B684A,842,12.874986316365625,39.79277777777778,2.787777777777777,3
B691,40,17.975297303290127,39.748333333333335,3.015277777777778,0
B691Y,32,17.861530218602656,39.74916666666667,3.0166666666666666,0
B760X,45,18.4839596700275,39.87694444444445,3.0241666666666664,0
B780X,2,18.82352067512571,39.909444444444446,3.100277777777778,0
B800X,78,18.829645653069633,39.87611111111112,4.323888888888889,0
B825B,80,18.151651459669893,39.99055555555556,4.086388888888888,0
B860X,20,18.45053257730943,39.99277777777778,3.853888888888889,0
B870C,43,17.424329144589816,39.94472222222222,3.956666666666667,0
B893,91,17.863291634089133,39.85472222222222,4.215555555555556,0
B908X,110,17.435346889952154,39.05611111111111,1.4925000000000002,0
B925,32,18.59295935625249,38.96305555555556,1.321388888888889,0
B954,6,18.459362783424552,38.87638888888889,1.3844444444444444,0
B957,3,18.50757159670459,38.922777777777775,1.4413888888888888,0
B986,24,19.353354593235814,38.69361111111111,1.463611111111111,0
C018J,376,18.99890410958904,28.96972222222222,-13.690277777777778,1
C019V,6,21.13344733242134,28.85888888888889,-13.835,1
C029O,14,21.958111806098515,28.951944444444443,-13.600277777777777,1
C038N,277,19.231550068587108,29.14361111111111,-13.489166666666666,1
C048W,275,18.989072543617997,29.0425,-13.680833333333332,1
C101A,2223,12.123427529626253,28.75583333333333,-17.89527777777778,1
C117A,684,17.28577114427861,28.760555555555555,-17.985555555555557,1
C117Z,733,17.65536194827765,28.674722222222226,-17.936666666666667,1
C126A,844,16.61397357723577,28.653888888888886,-17.853055555555557,1
C129V,19,21.803745600804426,28.455,-17.84111111111111,1
C129Z,62,22.01784618845192,28.59583333333333,-17.915277777777778,1
C139E,33,21.043194352728595,28.63305555555556,-17.755,1
C148F,362,18.410188261351053,28.804722222222225,-17.78222222222222,1
C229J,15,22.208049738219895,28.049166666666668,-14.358055555555556,1
C239N,1,21.802721088435373,28.20861111111111,-14.023055555555556,1
C248E,252,19.87482887367766,28.416944444444447,-14.019166666666669,1
C249I,25,21.403934652554074,28.44472222222222,-13.863055555555556,1
C258K,217,19.707070063694268,28.6125,-13.931666666666668,1
C314Z,1474,14.083290949954634,28.106944444444444,-17.249166666666667,1
C316I,916,16.90222912516688,28.12833333333333,-17.315,1
C317B,765,16.64385106382979,28.17888888888889,-17.213055555555556,1
C319W,190,21.27706338349293,28.054166666666667,-17.30638888888889,1
C328W,252,19.215538033395173,28.16361111111111,-17.194166666666668,1
C329B,219,21.19803503787879,28.031666666666663,-17.210833333333333,1
C329Z,15,22.19343415913879,28.08972222222222,-17.11138888888889,1
C406G,2150,12.787704472953182,28.224166666666665,-16.62611111111111,1
C412N,2071,14.607711693548387,28.21972222222222,-16.705277777777777,1
C415A,990,16.35150254276468,28.30527777777778,-16.805555555555557,1
C417J,735,17.577348449791764,28.23333333333333,-16.789166666666667,1
C418I,476,19.52313467855467,28.21444444444444,-16.789722222222224,1
